Source,Target,Weight
#blm,#maskmandates,1
#blm,#vaccinemandates,1
#blm,#unvaccinated,1
#blm,#discrimination,1
#blm,#joke,1
#blm,#phoenix,1
#blm,#ambush,1
#blm,#racists,4
#blm,#tesla,1
#blm,#elonmusk,2
#blm,#hyprocrites,1
#blm,#facts,2
#blm,#justintrudeau,1
#blm,#trudeaumustresign,1
#blm,#therock,2
#blm,#cancel,1
#blm,#liberals,8
#blm,#liberalismistherealpandemic,2
#blm,#canadian,1
#blm,#canada,2
#blm,#jenpsaki,4
#blm,#theview,1
#blm,#aoc2022,1
#blm,#potus,2
#blm,#georgefloyd,3
#blm,#usa,10
#blm,#unitedstates,1
#blm,#gop,12
#blm,#southernstates,1
#blm,#confederateflag,1
#blm,#thisisamerica,2
#blm,#education,3
#blm,#criticalracetheory,1
#blm,#links,1
#blm,#fbi,3
#blm,#gopbetrayedamerica,1
#blm,#barack,1
#blm,#sgp,10
#blm,#ctl,7
#blm,#dnc,17
#blm,#julian2020,3
#blm,#imwithher,2
#blm,#libertarian,11
#blm,#trans,5
#blm,#feminist,5
#blm,#feminism,5
#blm,#transgender,7
#blm,#covid,8
#blm,#covid19,15
#blm,#prolife,5
#blm,#prochoice,5
#blm,#abortion,5
#blm,#socialist,5
#blm,#socialism,11
#blm,#leftist,8
#blm,#communism,12
#blm,#donaldtrump,6
#blm,#truckersconvoy,1
#blm,#politics,12
#blm,#capitalism,8
#blm,#fascism,7
#blm,#law,7
#blm,#hatchinghope,1
#blm,#hatchinghelp,1
#blm,#hatchinghappiness,1
#blm,#oneusdistrict10,1
#blm,#absenteeballot,1
#blm,#georgiadem,1
#blm,#gapol,1
#blm,#gerrymandering,1
#blm,#traitor,1
#blm,#resistanceunited,1
#blm,#resisters,1
#blm,#resist,3
#blm,#honkyasdown,1
#blm,#bitemycarrot,1
#blm,#mmppp,1
#blm,#joe2020,2
#blm,#biden2020,2
#blm,#messedup,1
#blm,#democratsarehypocrites,1
#blm,#socialists,1
#blm,#hypocritesaredemocrats,1
#blm,#ukrainecrisis,1
#blm,#alm,1
#blm,#protests,1
#blm,#truckconvoy,1
#blm,#amirlocke,1
#blm,#breonnataylor,1
#blm,#conservatives,7
#blm,#dem,1
#blm,#civilrights,3
#blm,#ocra,1
#blm,#dems,3
#blm,#trudeau,2
#blm,#racereparations,1
#blm,#constitution,1
#blm,#history,2
#blm,#1619project,1
#blm,#tax,1
#blm,#taxation,1
#blm,#economy,1
#blm,#equity,1
#blm,#racialequity,1
#blm,#bidensamerica,5
#blm,#blacklivesmtter,1
#blm,#genshinimpact,1
#blm,#genshinimpactships,1
#blm,#genshipimpact,1
#blm,#genshinimapct,1
#blm,#cringe,1
#blm,#terrorist,2
#blm,#hashtag,1
#blm,#memphis,1
#blm,#voting,2
#blm,#elections2022,2
#blm,#mcconnell,2
#blm,#hollywood,1
#blm,#liberalismisamentaldisorder,1
#blm,#blackculture,3
#blm,#firedesantis,1
#blm,#gopcoupattempt,1
#blm,#republicansaretheproblem,1
#blm,#rondeathsantis,1
#blm,#trumpcrimefamilyforprison,1
#blm,#trumprally,1
#blm,#blueperiod,1
#blm,#americafirst,3
#blm,#assemblyelections2022,1
#blm,#bluewave2022,4
#blm,#truth,3
#blm,#politicslive,2
#blm,#proudliberal,2
#blm,#stillwithher,2
#blm,#centrist,2
#blm,#moderate,2
#blm,#malcolmx,2
#blm,#neoliberal,2
#blm,#bipartisanship,2
#blm,#statusquo,2
#blm,#studentloans,2
#blm,#m4a,2
#blm,#universalhealthcare,3
#blm,#woke,2
#blm,#patriots,2
#blm,#qanon,1
#blm,#texas,5
#blm,#bordercrisis,1
#blm,#conservativelogic,1
#blm,#freedumbconvoy,1
#blm,#flutruxklangohome,1
#blm,#progressive,4
#blm,#dictator,1
#blm,#media,1
#blm,#liberty,1
#blm,#god,1
#blm,#family,2
#blm,#fightback,1
#blm,#canadiantruckers,1
#blm,#freecanada,1
#blm,#bidenbordercrisis,2
#blm,#donald,1
#blm,#trumpcrimefamily,1
#blm,#rnc,1
#blm,#hillary,1
#blm,#cancelstudentdebt,2
#blm,#bareshelvesbiden,1
#blm,#hunterbiden,2
#blm,#crackpipejoe,2
#blm,#gutfeld,1
#blm,#maddow,2
#blm,#letsgobrandon,7
#blm,#noknockwarrant,1
#blm,#indictments,1
#blm,#run,1
#blm,#goblue,1
#blm,#blue2022,1
#blm,#democratsaredestroyingamerica,3
#blm,#desantis,2
#blm,#florida,3
#blm,#brainwashed,1
#blm,#cattle,1
#blm,#cattleontheplantation,1
#blm,#bluelivesmatter,2
#blm,#immigrationmatters,1
#blm,#abcnews,7
#blm,#washingtonpost,7
#blm,#politica,6
#blm,#newyorkforever,1
#blm,#newyorktimes,1
#blm,#keepthatsameenergy,1
#blm,#plandemicgameover,1
#blm,#samsungunpacked,2
#blm,#purdue,1
#blm,#resistingarrest,1
#blm,#boilerup,1
#blm,#youbethejudge,1
#blm,#brainwashing,1
#blm,#nba,2
#blm,#superbowl,1
#blm,#lucas,1
#blm,#knack,1
#blm,#lufc,1
#blm,#espn,1
#blm,#tiktokexposed,1
#blm,#teaching,1
#blm,#teenagegirls,1
#blm,#wakeup,1
#blm,#blacktwitter,1
#blm,#blm860,1
#blm,#bluelivesmatters,1
#blm,#socialjustice,1
#blm,#ctpolitics,4
#blm,#martinlutherking,1
#blm,#bidenworstpresidentever,4
#blm,#bidenisalaughingstock,1
#blm,#rachaelhamm,1
#blm,#witch,1
#blm,#koolaid,1
#blm,#mentalillness,1
#blm,#liars,1
#blm,#fascist,1
#blm,#barackobama,1
#blm,#jessiejackson,2
#blm,#alsharpton,2
#blm,#clima,2
#blm,#l,1
#blm,#backtheblue,1
#blm,#injustice,1
#blm,#summeroffire,52
#blm,#court,1
#blm,#probono,1
#blm,#supremecourt,2
#blm,#missouri,1
#blm,#gunrights,2
#blm,#floyd,1
#blm,#lovetrumpshate,1
#blm,#libcrib,3
#blm,#resignations,1
#blm,#nyc,7
#blm,#bidenboom,1
#blm,#brits2022,1
#blm,#flutrucksklan,1
#blm,#stopasianhate,1
#blm,#hypocrites,4
#blm,#whoopigoldberg,1
#blm,#texasfreeze,1
#blm,#abbottfailedtexasagain,1
#blm,#blackhistory,2
#blm,#blackhistoryalways,2
#blm,#blackhistoryisamericanhistory,1
#blm,#blackhistory365,1
#blm,#democratsareracist,1
#blm,#justsaying,1
#blm,#capitalist,1
#blm,#teddanson,1
#blm,#howardstern,2
#blm,#blackface,1
#blm,#crackpipes,1
#blm,#fjb,6
#blm,#candaceowens,1
#blm,#nc,2
#blm,#sc,2
#blm,#ny,2
#blm,#nj,3
#blm,#nm,2
#blm,#az,2
#blm,#al,2
#blm,#ak,2
#blm,#de,2
#blm,#ct,3
#blm,#pa,2
#blm,#fl,2
#blm,#ky,2
#blm,#ga,2
#blm,#ne,2
#blm,#io,2
#blm,#me,2
#blm,#mi,2
#blm,#ca,2
#blm,#nh,1
#blm,#ma,2
#blm,#in,2
#blm,#wv,2
#blm,#or,1
#blm,#vt,3
#blm,#va,2
#blm,#wy,1
#blm,#il,2
#blm,#ks,2
#blm,#nv,1
#blm,#na,1
#blm,#nd,2
#blm,#sd,2
#blm,#tn,2
#blm,#tx,2
#blm,#ut,2
#blm,#voters,1
#blm,#ojeda,1
#blm,#theresistance,1
#blm,#stimulus,1
#blm,#childtaxcredit,1
#blm,#congress,2
#blm,#senate,1
#blm,#greysanatomy,1
#blm,#arizona,1
#blm,#rightwing,2
#blm,#presidential,1
#blm,#election,1
#blm,#identitypolitics,1
#blm,#legacymedia,1
#blm,#trumpvoters,1
#blm,#redstate,1
#blm,#insurrections,1
#blm,#nytimes,5
#blm,#wapo,2
#blm,#npr,2
#blm,#pbs,2
#blm,#politico,7
#blm,#huffpost,7
#blm,#newsmax,4
#blm,#pelosi,5
#blm,#funny,2
#blm,#anticapitalism,1
#blm,#legitimatepoliticaldiscourse,2
#blm,#bipoc,1
#blm,#indigenous,1
#blm,#peopleofcolor,1
#blm,#leader,1
#blm,#democrites,1
#blm,#insta,1
#blm,#joerogan,1
#blm,#dwaynejohnson,1
#blm,#doj,1
#blm,#libtards,1
#blm,#democraps,1
#blm,#klobuchar2020,2
#blm,#trumpleaks,2
#blm,#anonymous,2
#blm,#guyfaux,2
#blm,#cory2020,2
#blm,#p2,2
#blm,#lockdown,1
#blm,#gofundme,3
#blm,#lawlessness,1
#blm,#donations,1
#blm,#protestors,1
#blm,#assault,1
#blm,#baal,1
#blm,#sports,2
#blm,#food,2
#blm,#music,2
#blm,#art,2
#blm,#photography,2
#blm,#recruiting,2
#blm,#tech,4
#blm,#startups,2
#blm,#talentacquisition,2
#blm,#cooking,2
#blm,#single,2
#blm,#reiki,2
#blm,#energywork,2
#blm,#standupcomedy,2
#blm,#sandiego,2
#blm,#socal,2
#blm,#lakers,2
#blm,#bears,2
#blm,#padres,2
#blm,#dei,2
#blm,#gratefuldead,2
#blm,#moveon,1
#blm,#theblackcaucus,1
#blm,#naacp,1
#blm,#adosaf,1
#blm,#ados,1
#blm,#blackagenda,1
#blm,#reparations,1
#blm,#lockthemup,1
#blm,#charterschools,1
#blm,#destruction,1
#blm,#looting,1
#blm,#organization,1
#blm,#morningjoe,1
#blm,#fbr,1
#blm,#hispanics,3
#blm,#latinos,1
#blm,#wsj,1
#blm,#cnbc,1
#blm,#oann,1
#blm,#nyt,1
#blm,#aarp,1
#blm,#crime,3
#blm,#proud,1
#blm,#goptraitors,2
#blm,#voterfraud,1
#blm,#domesticterrorist,1
#blm,#sundaymorning,1
#blm,#democratsaredomesticterrorists,1
#blm,#parents,1
#blm,#teachers,1
#blm,#protesters,1
#blm,#provirus,1
#blm,#infested,1
#blm,#biologicalweapons,1
#blm,#aliens,1
#blm,#mars,1
#blm,#freedomtruckers,1
#blm,#protest,1
#blm,#war,1
#blm,#slowjoe,1
#blm,#antipolice,1
#blm,#drudge,3
#blm,#ruleoflaw,1
#blm,#gqp,1
#blm,#capitolriot,1
#blm,#truthmatters,1
#blm,#factsnotfear,1
#blm,#gopvoters,1
#blm,#womenvoters,1
#blm,#blackvoters,1
#blm,#ok,1
#blm,#ns,1
#blm,#ia,1
#blm,#votedemocrate,1
#blm,#bankofamerica,1
#blm,#truckersconvoy2022,1
#blm,#trudeauisacoward,1
#blm,#left,1
#blm,#gopcoup,1
#blm,#climatecrisis,1
#blm,#abortionrights,1
#blm,#hategroup,1
#blm,#midterms,3
#blm,#christian,1
#blm,#christianity,3
#blm,#corrupt,1
#blm,#scam,1
#blm,#money,1
#blm,#robbery,1
#blm,#crimesnews,1
#blm,#felon,2
#blm,#walmart,2
#blm,#guncontrol,1
#blm,#guns,1
#blm,#ndamendment,1
#blm,#guncontrolnow,1
#blm,#firearms,1
#blm,#gun,1
#blm,#secondamendment,1
#blm,#gunviolence,1
#blm,#seo,1
#blm,#domian,1
#blm,#riseup,1
#blm,#hammer,1
#blm,#crt,1
#blm,#antiparentparty,1
#blm,#covidfunds,1
#blm,#whitesupremacy,1
#blm,#evil,1
#blm,#thursdaythoughts,1
#blm,#january6,1
#blm,#antivaxx,1
#blm,#brianflores,1
#blm,#bbcqt,1
#blm,#boutiqueleft,1
#blm,#forcethevote,1
#blm,#pritzker,1
#blm,#theft,1
#blm,#fraud,1
#blm,#covidrelieffunds,1
#blm,#firstamendment,4
#blm,#mcallen,4
#blm,#rgv,4
#blm,#coranavirus,3
#blm,#utrgv,4
#blm,#aclu,4
#blm,#cdc,4
#blm,#sanantonio,4
#blm,#first,4
#blm,#bad,4
#blm,#public,4
#blm,#empowertexans,4
#blm,#heb,4
#blm,#laredo,4
#blm,#salon,3
#blm,#abbott,4
#blm,#texastribune,4
#blm,#arrest,4
#blm,#j6,1
#blm,#podcast,1
#blm,#radio,1
#blm,#bidenpressconference,1
#blm,#bidenflation,1
#blm,#corana,1
#blm,#slavery,1
#blm,#civilization,1
#blm,#thursdayvibes,1
#blm,#advertising,1
#blm,#patriot,3
#blm,#seattle,1
#blm,#visitseattle,1
#blm,#travel,1
#blm,#natja,1
#blm,#travelblogger,1
#blm,#seattlewashington,1
#blm,#seattleeconomy,1
#blm,#doublestandards,1
#blm,#twotieredjustice,1
#blm,#icymi,1
#blm,#jewishlivesmatter,1
#blm,#stopfundinghate,1
#blm,#hopenothate,1
#blm,#thebiglie,1
#blm,#nowthisnews,1
#blm,#msm,1
#blm,#gettr,1
#blm,#lawenforcement,1
#blm,#hartford,1
#blm,#culture,2
#blm,#society,2
#blm,#nonbinary,2
#blm,#based,2
#blm,#blackconservative,2
#blm,#fyp,2
#blm,#kamala,2
#blm,#scotus,1
#blm,#getoutofthecult,1
#blm,#rewritehistory,1
#blm,#bannedbooks,1
#blm,#bluevoices,2
#blm,#c,1
#blm,#karen,1
#blm,#vaccine,1
#blm,#scotusits2022not1791,1
#blm,#blamefakenews,2
#blm,#atlanta,2
#blm,#chicago,2
#blm,#imwithkap,1
#blm,#leo,1
#blm,#irs,1
#blm,#porg,1
#blm,#starwars,1
#blm,#optrump,1
#blm,#topprog,2
#blm,#patriotism,1
#blm,#lawandorder,1
#blm,#capitolinsurrection,1
#blm,#defenddemocracy,1
#blm,#middleclass,1
#blm,#health,1
#blm,#saveourdemocracy,1
#blm,#votebluein2022,1
#blm,#warren2020,2
#blm,#blackhistorymonth2022,2
#blm,#howard,1
#blm,#universities,1
#blm,#bombthreats,1
#blm,#metoo,1
#indianpolitics,#meme,6
#indianpolitics,#govote,7
#indianpolitics,#instagram,7
#indianpolitics,#upelections,6
#indianpolitics,#ivoted,6
#indianpolitics,#mumbai,5
#indianpolitics,#india,5
#indianpolitics,#politics,2
#indianpolitics,#democrat,2
#indianpolitics,#liberal,2
#indianpolitics,#congress,2
#indianpolitics,#maga,2
#indianpolitics,#libertarian,2
#indianpolitics,#gop,2
#indianpolitics,#bjp,2
#indianpolitics,#rightwing,2
#indianpolitics,#socialism,2
#indianpolitics,#donaldtrump,2
#indianpolitics,#election,1
#meme,#govote,6
#meme,#instagram,7
#meme,#upelections,6
#meme,#ivoted,6
#meme,#mumbai,5
#meme,#india,6
#meme,#liberals,1
#meme,#vaxis,1
#meme,#vaccine,1
#meme,#nazis,1
#meme,#antifreedom,1
#meme,#canada,1
#meme,#trudeau,1
#meme,#truckers,2
#meme,#truckersforfreedom,1
#meme,#vaccinemandate,1
#meme,#crypto,1
#meme,#nfts,1
#meme,#bitcoin,1
#meme,#btc,1
#meme,#monero,1
#meme,#xmr,1
#meme,#debt,1
#meme,#inflation,1
#meme,#graph,1
#meme,#tdbank,1
#meme,#donaldtrump,3
#meme,#draintheswamp,1
#meme,#election,2
#meme,#fashion,1
#meme,#gop,1
#meme,#keepamericagreat,1
#meme,#liberal,3
#meme,#love,2
#meme,#maga,2
#meme,#maga2020,1
#meme,#memes,4
#meme,#trump2020,1
#meme,#trumpfamily,1
#meme,#trumpforpresident,1
#meme,#trumpmemes,1
#meme,#trumpnation,1
#meme,#trumppence,1
#meme,#politics,2
#meme,#usa,1
#meme,#bjp,1
#meme,#covid,2
#meme,#congress,1
#meme,#democrat,3
#meme,#narendramodi,1
#meme,#votethemallout2022,1
#meme,#repulicans,1
#meme,#amcnotleaving,1
#meme,#pelosi,1
#meme,#nancy,1
#meme,#crooked,1
#meme,#corrupt,1
#meme,#salary,1
#meme,#neverask,1
#meme,#insidetrading,1
#meme,#networth,1
#meme,#libertarian,1
#meme,#equality,1
#meme,#trans,1
#meme,#feminist,1
#meme,#feminism,1
#meme,#transgender,1
#meme,#covid19,1
#meme,#prolife,1
#meme,#prochoice,1
#meme,#abortion,1
#meme,#socialist,1
#meme,#socialism,1
#meme,#leftist,1
#meme,#communist,1
#meme,#communism,1
#meme,#funny,1
#govote,#instagram,7
#govote,#upelections,6
#govote,#ivoted,10
#govote,#mumbai,5
#govote,#india,6
#govote,#voting,4
#govote,#election,4
#govote,#politics,4
#govote,#elections,4
#govote,#democracy,4
#govote,#electionday,4
#govote,#votingrights,4
#govote,#registertovote,4
#govote,#democrat,4
#govote,#voterregistration,1
#govote,#मतदान_जरूरी_काम,1
#govote,#indians,1
#govote,#votebymail,1
#instagram,#upelections,6
#instagram,#ivoted,6
#instagram,#mumbai,5
#instagram,#india,9
#instagram,#gop,1
#instagram,#americans,1
#instagram,#twitter,2
#instagram,#texas,1
#instagram,#colorado,1
#instagram,#georgia,1
#instagram,#kpop,1
#instagram,#zoom,1
#instagram,#facebook,3
#instagram,#iowa,1
#instagram,#resistance,1
#instagram,#vet,1
#instagram,#vetsresist,1
#instagram,#army,1
#instagram,#marines,1
#instagram,#navy,1
#instagram,#airforce,1
#instagram,#politics,7
#instagram,#usa,5
#instagram,#memes,2
#instagram,#election,1
#instagram,#maga,6
#instagram,#bjp,1
#instagram,#covid,2
#instagram,#congress,1
#instagram,#donaldtrump,4
#instagram,#democrat,1
#instagram,#liberal,1
#instagram,#love,5
#instagram,#narendramodi,1
#instagram,#themachine,1
#instagram,#socialmedia,1
#instagram,#techindustry,1
#instagram,#youtube,2
#instagram,#cancelculture,1
#instagram,#liberals,1
#instagram,#conservatives,1
#instagram,#unitedstates,5
#instagram,#politicians,1
#instagram,#gotzyredlips,2
#instagram,#newyork,4
#instagram,#canada,3
#instagram,#photography,4
#instagram,#travel,3
#instagram,#a,4
#instagram,#instagood,3
#instagram,#american,4
#instagram,#follow,3
#instagram,#europe,3
#instagram,#london,3
#instagram,#australia,3
#instagram,#art,4
#instagram,#g,2
#instagram,#comply,1
#instagram,#tech,1
#instagram,#bigtech,1
#instagram,#censorship,1
#instagram,#censored,1
#instagram,#silence,1
#instagram,#freespeech,1
#instagram,#truth,1
#instagram,#freedomofspeech,1
#instagram,#wakeup,1
#instagram,#fakenews,1
#instagram,#firstamendment,1
#instagram,#censor,1
#instagram,#agenda,1
#instagram,#liberty,1
#instagram,#propaganda,1
#instagram,#germany,1
#instagram,#uk,1
#instagram,#s,1
#instagram,#americanmuscle,1
#instagram,#fashion,1
#instagram,#music,1
#instagram,#ford,1
#instagram,#cars,1
#instagram,#patriot,1
#instagram,#history,1
#instagram,#car,1
#upelections,#ivoted,6
#upelections,#mumbai,5
#upelections,#india,5
#upelections,#uppoles,1
#upelections,#election2022,1
#upelections,#assemblyelections2022,1
#upelections,#liberal,1
#upelections,#unite,1
#ivoted,#mumbai,5
#ivoted,#india,6
#ivoted,#voting,4
#ivoted,#election,4
#ivoted,#politics,4
#ivoted,#elections,4
#ivoted,#democracy,4
#ivoted,#electionday,4
#ivoted,#votingrights,4
#ivoted,#registertovote,4
#ivoted,#democrat,4
#ivoted,#voterregistration,1
#ivoted,#मतदान_जरूरी_काम,1
#ivoted,#indians,1
#ivoted,#votebymail,1
#uspoli,#usa,10
#uspoli,#gop,9
#uspoli,#rnc,1
#uspoli,#iran,1
#uspoli,#cdnpoli,2
#uspoli,#uspolitics,1
#uspoli,#cpc,2
#uspoli,#maga,1
#uspoli,#mcga,1
#uspoli,#ucp,1
#slowjoe,#fakenews,1
#slowjoe,#2022elections,1
#slowjoe,#nytimes,3
#slowjoe,#wsj,2
#slowjoe,#cnbc,2
#slowjoe,#politico,3
#slowjoe,#huffpost,3
#slowjoe,#newsmax,2
#slowjoe,#oann,2
#slowjoe,#gop,3
#slowjoe,#npr,2
#slowjoe,#fox,2
#slowjoe,#nyt,3
#slowjoe,#wapo,2
#slowjoe,#aarp,2
#slowjoe,#pbs,2
#slowjoe,#jan6,1
#slowjoe,#whitepeople,1
#slowjoe,#populist,1
#slowjoe,#hillary,1
#slowjoe,#identitypolitics,1
#slowjoe,#hispanics,1
#slowjoe,#florida,1
#slowjoe,#antipolice,1
#slowjoe,#drudge,1
#slowjoe,#poll,1
#slowjoe,#incompetent,1
#slowjoe,#joke,1
#slowjoe,#fraud,1
#slowjoe,#president,1
#slowjoe,#criminal,1
#fakenews,#2022elections,1
#fakenews,#nytimes,5
#fakenews,#wsj,1
#fakenews,#cnbc,2
#fakenews,#politico,2
#fakenews,#huffpost,2
#fakenews,#newsmax,1
#fakenews,#oann,1
#fakenews,#gop,1
#fakenews,#npr,5
#fakenews,#fox,1
#fakenews,#nyt,2
#fakenews,#wapo,2
#fakenews,#aarp,1
#fakenews,#pbs,1
#fakenews,#jan6,2
#fakenews,#lesliestahl,1
#fakenews,#60minutes,5
#fakenews,#hillaryclinton,8
#fakenews,#democratsareadisaster,2
#fakenews,#trumpwasright,2
#fakenews,#liberals,7
#fakenews,#hillary,5
#fakenews,#hillaryspied,3
#fakenews,#durhamreport,3
#fakenews,#democratsaredestroyingamerica,3
#fakenews,#crookedhillary,1
#fakenews,#propaganda,3
#fakenews,#johndurham,2
#fakenews,#americafirst,5
#fakenews,#ukraine,2
#fakenews,#wallstreet,1
#fakenews,#bloomberg,1
#fakenews,#whitehouse,1
#fakenews,#nasdaq,1
#fakenews,#maga,12
#fakenews,#obama,1
#fakenews,#durham,2
#fakenews,#cabal,2
#fakenews,#deepstate,2
#fakenews,#russiancollusion,1
#fakenews,#clinton,4
#fakenews,#democrat,10
#fakenews,#arresthillary,1
#fakenews,#spying,1
#fakenews,#lockherup,1
#fakenews,#theyspied,1
#fakenews,#treason,1
#fakenews,#justicematters,1
#fakenews,#russia,1
#fakenews,#liambartlett,1
#fakenews,#karilake,1
#fakenews,#australia,1
#fakenews,#arizona,1
#fakenews,#media,2
#fakenews,#clintoncrimefamily,1
#fakenews,#clintongate,1
#fakenews,#thetrumps,1
#fakenews,#politics,23
#fakenews,#notfakenews,1
#fakenews,#trump2024,2
#fakenews,#china,1
#fakenews,#truthsocial,1
#fakenews,#stockmarket,1
#fakenews,#trumprally,1
#fakenews,#sheep,1
#fakenews,#gopdeathcult,1
#fakenews,#bidenworstpresidentever,3
#fakenews,#canadiantruckers,1
#fakenews,#truckersforfreedom,1
#fakenews,#liberal,1
#fakenews,#american,18
#fakenews,#americans,17
#fakenews,#lgbt,18
#fakenews,#lgbtq,18
#fakenews,#joerogan,13
#fakenews,#joeroganexperience,10
#fakenews,#freedomconvoy,3
#fakenews,#spotify,15
#fakenews,#dens,1
#fakenews,#knownothings,1
#fakenews,#ccp,1
#fakenews,#dnc,1
#fakenews,#patriot,4
#fakenews,#covid,5
#fakenews,#military,2
#fakenews,#nra,2
#fakenews,#newuser,2
#fakenews,#congress,2
#fakenews,#senate,2
#fakenews,#harris,1
#fakenews,#pelosi,1
#fakenews,#waters,1
#fakenews,#cancelculture,3
#fakenews,#truth,3
#fakenews,#pc,1
#fakenews,#covidusa,2
#fakenews,#corporatepress,1
#fakenews,#berniesanders,1
#fakenews,#anger,1
#fakenews,#bush,1
#fakenews,#classwar,1
#fakenews,#crackpipebiden,1
#fakenews,#freedomconvoy2022,1
#fakenews,#censoring,1
#fakenews,#thewhitehouse,1
#fakenews,#lies,1
#fakenews,#currentnews,1
#fakenews,#ccpvirus,1
#fakenews,#dems,1
#fakenews,#draintheswamp,5
#fakenews,#wethepeople,5
#fakenews,#socialist,6
#fakenews,#leftists,6
#fakenews,#redpill,5
#fakenews,#walkaway,5
#fakenews,#blacksfortrump,5
#fakenews,#christian,5
#fakenews,#blacklivesmatter,5
#fakenews,#bullshit,1
#fakenews,#eu,3
#fakenews,#nato,1
#fakenews,#germany,1
#fakenews,#kiev,1
#fakenews,#drudge,1
#fakenews,#afghanistan,1
#fakenews,#un,1
#fakenews,#comply,1
#fakenews,#tech,1
#fakenews,#bigtech,1
#fakenews,#censorship,1
#fakenews,#censored,1
#fakenews,#silence,1
#fakenews,#freespeech,1
#fakenews,#freedomofspeech,1
#fakenews,#wakeup,1
#fakenews,#facebook,3
#fakenews,#firstamendment,1
#fakenews,#censor,1
#fakenews,#agenda,1
#fakenews,#youtube,1
#fakenews,#liberty,1
#fakenews,#twitter,1
#fakenews,#truckersconvoy2022,2
#fakenews,#neilyoung,9
#fakenews,#desantis,1
#fakenews,#gfm,1
#fakenews,#msm,3
#fakenews,#disinformation,2
#fakenews,#svpol,2
#fakenews,#warmongers,1
#fakenews,#whitehousereturn,1
#fakenews,#jan6thcommittee,1
#fakenews,#defundthebbc,1
#fakenews,#rino,1
#fakenews,#criticalracetheory,1
#fakenews,#psaki,1
#fakenews,#americantruckers,1
#fakenews,#spotifyexodus,1
#fakenews,#scandal,1
#fakenews,#collusion,1
#fakenews,#misinformation,2
#fakenews,#biasedmedia,1
#fakenews,#jeffzucker,1
#fakenews,#communist,1
#fakenews,#covid19,3
#fakenews,#the,1
#fakenews,#democracyindanger,1
#fakenews,#lockdowns,1
#fakenews,#products,3
#fakenews,#science,3
#fakenews,#conspiracy,3
#fakenews,#usa,3
#fakenews,#russiagate,1
#fakenews,#shameonyou,1
#fakenews,#yahoo,1
#fakenews,#jobs,1
#fakenews,#zucker,1
#fakenews,#schadenfreude,1
#fakenews,#neilyoungdelusional,1
#fakenews,#2020presidentialelection,1
#fakenews,#rigged,1
#fakenews,#rinos,1
#fakenews,#racism,2
#fakenews,#jussiesmollett,1
#fakenews,#bidensamerica,2
#fakenews,#russiainvadedukraine,1
#fakenews,#ukrainecrisis,1
#fakenews,#ctpolitics,1
#2022elections,#nytimes,3
#2022elections,#wsj,2
#2022elections,#cnbc,2
#2022elections,#politico,4
#2022elections,#huffpost,4
#2022elections,#newsmax,3
#2022elections,#oann,2
#2022elections,#gop,7
#2022elections,#npr,4
#2022elections,#fox,2
#2022elections,#nyt,3
#2022elections,#wapo,4
#2022elections,#aarp,3
#2022elections,#pbs,1
#2022elections,#jan6,1
#2022elections,#icymi,1
#2022elections,#conservatives,1
#2022elections,#politics,2
#2022elections,#democrat,2
#2022elections,#midterm,1
#2022elections,#covid19,1
#2022elections,#covidscam,1
#2022elections,#masks,1
#2022elections,#maskmandates,1
#2022elections,#masksdonotwork,1
#2022elections,#vaccinemandates,1
#2022elections,#vaccines,1
#2022elections,#fakevaccines,1
#2022elections,#politicalpolls,1
#2022elections,#tyranny,1
#2022elections,#greenlake,1
#2022elections,#trumpsamerica,4
#2022elections,#industry,1
#2022elections,#control,1
#2022elections,#pfas,1
#2022elections,#poison,1
#2022elections,#wausharacounty,1
#2022elections,#trumpamerica,1
#2022elections,#we4uservicesthatmatters,1
#2022elections,#election,1
#2022elections,#yogiadityanath,1
#2022elections,#india,1
#2022elections,#elections,1
#2022elections,#upelection2022,1
#2022elections,#maga,1
#2022elections,#ginithomas,1
#2022elections,#clarencethomas,1
#2022elections,#scotus,2
#2022elections,#demslackballs,1
#2022elections,#ocontocounty,1
#2022elections,#legacymedia,1
#2022elections,#alabama,1
#2022elections,#gerrymandering,1
#2022elections,#votingrights,1
#2022elections,#biglie,1
#2022elections,#demvoice1,1
#2022elections,#bluevoices,1
#2022elections,#ruskcounty,1
#2022elections,#futureforum,1
#2022elections,#future,1
#2022elections,#voterepublican,1
#2022elections,#texas,1
#2022elections,#out,1
#2022elections,#gopbetrayedamerica,1
#2022elections,#clarkcounty,1
#2022elections,#bidenboom,1
#2022elections,#bidendelivers,2
#2022elections,#biden2024,1
#2022elections,#voteblue2022,1
#2022elections,#boycott,1
#2022elections,#rnc,1
#2022elections,#lizcheney,1
#2022elections,#cheney,1
#2022elections,#drudge,2
#2022elections,#nyc,1
#2022elections,#pelosi,1
#2022elections,#january6thcommittee,1
#2022elections,#nytime,1
#nytimes,#wsj,16
#nytimes,#cnbc,15
#nytimes,#politico,25
#nytimes,#huffpost,26
#nytimes,#newsmax,20
#nytimes,#oann,15
#nytimes,#gop,22
#nytimes,#npr,20
#nytimes,#fox,15
#nytimes,#nyt,19
#nytimes,#wapo,25
#nytimes,#aarp,13
#nytimes,#pbs,11
#nytimes,#jan6,2
#nytimes,#durhamreport,1
#nytimes,#clinton,4
#nytimes,#democrat,4
#nytimes,#trumpvoter,1
#nytimes,#2020election,1
#nytimes,#eu,4
