Id,Label,Count,Sentiment,Political,Alignment
#democrats,#democrats,11842,-0.21292491816017634,-0.9959488696975505,0.21206233157207105
#republicans,#republicans,8210,-0.21978499625720743,0.9853861095328313,-0.21657308239557754
#republican,#republican,5623,-0.15042585822488255,1.0,-0.15042585822488255
#democrat,#democrat,3107,-0.15861465755486026,-1.0,0.15861465755486026
#trump,#trump,3068,-0.22362691271100865,0.29781173784801457,-0.06659871950405175
#gop,#gop,2555,-0.20431815871437015,0.3021825582599957,-0.0617413838992802
#maga,#maga,1844,-0.28402991654473275,0.2738846536765833,-0.077791435326643
#biden,#biden,1584,-0.22803176280615997,-0.2093997323852755,0.04774979010695252
#conservative,#conservative,1447,-0.06840264547073169,0.36109310512650084,-0.024699723651893685
#usa,#usa,1301,-0.11454216587466388,0.09966860619283555,-0.011416258023036321
#america,#america,1035,-0.24164952462941686,0.046327084575027294,-0.011194917965022136
#politics,#politics,935,-0.09860795815635115,-0.041832462707021456,0.004125013732191092
#twitter,#twitter,907,-0.20275799577614115,-0.09715658358267333,0.019699274163679982
#joebiden,#joebiden,903,-0.08437051124190473,-0.16391284981217855,0.013829410937771052
#breakingnews,#breakingnews,797,-0.11082161505710193,0.5123847250097714,-0.05678330275617192
#conservativenews,#conservativenews,719,-0.06056525578764679,0.541739260533562,-0.03281057688442581
#georgia,#georgia,705,0.09318782984491979,0.18864770630099947,0.01757967035541194
#twitterfiles,#twitterfiles,590,-0.08832048728679132,-0.20451946446181024,0.01806325876090068
#news,#news,571,0.07432946018563982,-0.07352351623937853,-0.005464963273023129
#donaldtrump,#donaldtrump,555,-0.10231905584586476,0.24682423155910052,-0.02525482233300826
#elonmusk,#elonmusk,541,-0.12590595909663826,-0.08211363809530178,0.010338596359303225
#senate,#senate,540,0.22320020907994984,-0.09790756487654369,-0.021852988950953302
#foxnews,#foxnews,527,-0.2982841506602462,0.11664570624416475,-0.03479356541520526
#conservatives,#conservatives,484,0.23491778058794036,0.2743664487952332,0.06445355721877097
#democracy,#democracy,474,-0.13199859352274587,-0.12038470419929687,0.015890611635958986
#congress,#congress,449,-0.07351953818157506,-0.07044030690613806,0.005178738833107682
#liberal,#liberal,416,-0.1832761420119084,-0.08509003614230566,0.01559497354781563
#cnn,#cnn,403,-0.20572754152021155,-0.13577368469543447,0.027932386355532107
#liberals,#liberals,397,-0.23713603956262289,-0.34019328381991265,0.0806720880108574
#vote,#vote,380,0.2405071396248485,0.1401345249758965,0.03370335376463976
#hunterbiden,#hunterbiden,353,-0.2645365823462483,0.026381725048348095,-0.006978931380688416
#democratsarecorrupt,#democratsarecorrupt,347,-0.2736333607920067,-0.3685979928203451,0.10086070755661898
#constitution,#constitution,343,-0.291990255039275,0.28405892889889994,-0.08294243909537308
#trump2024,#trump2024,338,0.07250382564891182,0.2693286824947393,0.019527359837849707
#election,#election,334,-0.09284427758477913,0.02985372418449948,-0.0027717474551251036
#elections,#elections,332,0.276112754164034,0.04195538936242295,0.011584418108883016
#arizona,#arizona,315,-0.08650350942509273,0.05226248409630166,-0.004520888285603189
#american,#american,312,-0.18654070841892897,0.14676031352766086,-0.027376772853233984
#hunterbidenslaptop,#hunterbidenslaptop,296,-0.3020308512969083,-0.19172845914554315,0.057907909733572904
#americans,#americans,291,-0.3717692444703041,0.26683493164595035,-0.0992010209363002
#ukraine,#ukraine,289,-0.29109030216384874,-0.15679308167877365,0.04564094552307524
#msnbc,#msnbc,287,-0.1772761384628306,0.0264689578479207,-0.004692314636414817
#russia,#russia,285,-0.23013954576803133,0.10854222822863342,-0.024979859101187683
#freedom,#freedom,284,-0.07198884890173744,0.14911510383665402,-0.010734624679063776
#ftx,#ftx,271,-0.27447366605547713,-0.35601750146353583,0.09771742880660787
#truth,#truth,270,0.22421054919510436,0.1311529024215508,0.02940586428046784
#dnc,#dnc,267,-0.08994380267950333,-0.2193529624814065,0.019729439574592125
#herschelwalker,#herschelwalker,266,0.06861136055342779,0.2928686125262424,0.020094113968820156
#florida,#florida,261,-0.2976691058066392,0.2851713686525322,-0.08488670630845471
#unitedstates,#unitedstates,253,0.1994835228517084,0.05819325825559716,0.011608596163045784
#covid,#covid,250,-0.2635830040044312,-0.08560873396949811,0.022565007268696504
#warnock,#warnock,249,0.39329725516928626,-0.26665872296185883,-0.10487614380784621
#blm,#blm,245,-0.22633008223046489,-0.22013884894724647,0.04982404378435018
#democratic,#democratic,243,0.37911907854942445,0.24268097119669238,0.09200498618156944
#twittergate,#twittergate,239,-0.1367158125058011,-0.21144945574203722,0.028908484145682044
#fbi,#fbi,235,-0.34327955235322377,-0.24502034856535881,0.08411047557294722
#corruption,#corruption,229,-0.28167543030043374,-0.2453875527258533,0.0691196445044251
#dems,#dems,227,-0.24968614660442706,-0.2670515788469889,0.06667907966693298
#government,#government,225,-0.14425594538104064,-0.12119168237717479,0.017482620713638153
#georgiarunoff,#georgiarunoff,222,0.2316937245200698,0.11577865219841096,0.026825187147763604
#president,#president,216,0.21532060505897466,0.09532548906712875,0.020525541983476836
#fjb,#fjb,206,-0.04360012469920724,-0.018601573855725084,0.0008110309397111269
#democratshateamerica,#democratshateamerica,202,-0.3031035832487267,-0.4118585736997781,0.12483580948011253
#independent,#independent,199,0.3083698425575935,-0.18744703847963912,-0.05780301374385348
#texas,#texas,193,-0.23001689507669942,0.2577265969918314,-0.059281471618744884
#lgbtq,#lgbtq,189,-0.32826463708062115,0.07800900455440855,-0.025607597569073447
#republicansaredestroyingamerica,#republicansaredestroyingamerica,188,-0.3412718701588253,0.41249559717240214,-0.14077314387930714
#woke,#woke,186,-0.26606652899127003,-0.1158954196021458,0.030835892019529732
#brittneygriner,#brittneygriner,184,-0.3781620310649002,0.10825448400696154,-0.040937735543955335
#voters,#voters,182,0.2968756723532005,-0.09176864488211485,-0.02724387815031994
#letsgobrandon,#letsgobrandon,177,-0.18287255912617378,0.12130512991043649,-0.022183379541854488
#hunterbidenlaptop,#hunterbidenlaptop,175,-0.13255942063844428,0.0836099962423432,-0.01108329266146752
#raphaelwarnock,#raphaelwarnock,170,0.49446465406300477,-0.1312962425155856,-0.06492135113524142
#sinema,#sinema,168,0.3403525832903006,-0.36822687542615445,-0.12532696828820739
#rnc,#rnc,168,0.22600305518373184,0.32296334533326576,0.0729907027576767
#racist,#racist,164,-0.33845416161157654,-0.22831544681474703,0.0772743131346577
#censorship,#censorship,163,-0.24489261450284036,-0.22812302419964156,0.055865643824544946
#desantis,#desantis,163,-0.29994682555331237,0.21150214441487317,-0.06343939681495944
#republicansaretheproblem,#republicansaretheproblem,163,-0.19072190913937198,0.43942073667071757,-0.0838071618132685
#potus,#potus,161,0.11981092765308667,0.1637902251384276,0.019623858814342924
#putin,#putin,159,-0.12107744805566788,0.1734334520962126,-0.020998879787294346
#freespeech,#freespeech,156,-0.2862052786698065,-0.26560119591478093,0.07601646429182375
#us,#us,156,0.0878445596873629,-0.18733286334564864,-0.01645617289557143
#covid19,#covid19,156,-0.3275168815378952,-0.17584390426660776,0.057591847162847556
#media,#media,153,-0.34101827524677847,-0.29174528926340343,0.09949047535597831
#tiktok,#tiktok,153,-0.010321625245687601,0.15220155830481516,-0.0015709674466319735
#political,#political,153,0.20270233174316885,0.15255869715871825,0.030924003641772137
#patriot,#patriot,151,0.31727628088244486,0.2639271236960125,0.08373781623027184
#democratsaretheproblem,#democratsaretheproblem,148,-0.29887288267756906,-0.27623416753794267,0.08255890194610349
#women,#women,148,-0.28080001540001504,0.2476354692621647,-0.0695360435824058
#china,#china,148,-0.21667480927180477,-0.1759120915043824,0.03811571887531632
#veterans,#veterans,146,0.0695090414932839,0.21978033472764177,0.015276720405991475
#americafirst,#americafirst,145,-0.06222872160910459,0.23460826829406206,-0.014599372614865306
#republicanparty,#republicanparty,144,-0.1977758270815162,0.2542962516152777,-0.05029365148694089
#kyrstensinema,#kyrstensinema,144,0.16055675701203675,-0.4300424598434327,-0.0690462227299406
#christian,#christian,143,-0.4672759924785919,0.3355055905499737,-0.15677370780635505
#politicians,#politicians,143,-0.09417288074881994,0.05997276830687674,-0.005647808357940111
#kag,#kag,142,-0.1905736336935279,0.2634564343899371,-0.05020785002163084
#midterms,#midterms,141,-0.22532875902864707,-0.24411644695898213,0.05500645605174999
#sbf,#sbf,140,-0.2616554441026814,-0.3461923399359277,0.09058311045088159
#bidencrimefamilly,#bidencrimefamilly,134,-0.23869827329002993,-0.3490756305011747,0.0833237502482589
#california,#california,132,-0.04156958386886142,-0.25175350600085217,0.01046528848198233
#inflation,#inflation,131,-0.2585942620523746,-0.22637835341049,0.05854014324481733
#democraticparty,#democraticparty,131,0.2206928714559,-0.24748664735140896,-0.05461853885097615
#unitedstatesofamerica,#unitedstatesofamerica,130,0.11455599907065943,-0.09606638740756594,-0.011004980986582733
#ultramaga,#ultramaga,129,-0.21037618575989944,0.2348761362748186,-0.04941234567551869
#christians,#christians,129,0.2249857876648274,0.24275198892793087,0.05461574743615399
#fascism,#fascism,127,-0.24769011627593748,0.18076737438750895,-0.04477429198093801
#socialism,#socialism,122,-0.12319184026629655,-0.2960060164160834,0.036465525892192895
#military,#military,121,-0.3427718803861704,0.1917781155725585,-0.06573614529172218
#fascists,#fascists,119,-0.2871769284522942,0.4133622266767846,-0.11870809459524
#doj,#doj,118,-0.3365981358901825,-0.11263918600274445,0.03791414003671132
#leftists,#leftists,118,-0.27907534976679255,-0.408568759195649,0.11402146937631018
#police,#police,117,-0.5081304765476887,0.2574871488094346,-0.13083706762944364
#scotus,#scotus,115,-0.19294063065233757,0.15986891196307185,-0.030845208695858117
#election2022,#election2022,114,0.1756616564417507,-0.1465818472152148,-0.025748810086116253
#socialist,#socialist,114,-0.16229980921176534,-0.36179111901354233,0.05871862959040901
#racism,#racism,113,-0.3178884982900966,-0.1808148299690369,0.05747895476743629
#msm,#msm,112,-0.35528157846981034,-0.3439216154472995,0.12218901440600367
#independents,#independents,111,0.2625018232454914,0.20252225083666048,0.053162460092404114
#house,#house,110,-0.2376666879170376,0.19661775748241214,-0.04672949120652023
#whitehouse,#whitehouse,109,-0.3112935426968742,-0.17502523833422626,0.05448422650242604
#nickfuentes,#nickfuentes,109,0.1604409062666679,0.5168816075004132,0.08292895353993843
#2a,#2a,108,-0.27800213161985854,0.1404848718923425,-0.03905509384641396
#libertarians,#libertarians,107,0.33780766523509903,-0.09241014787088392,-0.031216856296293553
#corrupt,#corrupt,105,-0.34186881360294574,-0.2705553446341364,0.09249443468400832
#love,#love,104,0.24875072477667895,0.14368334584876102,0.03574133641821753
#voting,#voting,104,0.22639099941337026,0.12494806528808093,0.02828711737533568
#kanyewest,#kanyewest,104,0.28923971958328165,0.2859102204514984,0.08269659198938563
#kevinmccarthy,#kevinmccarthy,103,-0.2112721522825408,0.3598727782457264,-0.07603109640787213
#democratsareevil,#democratsareevil,103,-0.31529305215602843,-0.377592406665808,0.1190522623686029
#democratsaredestroyingamerica,#democratsaredestroyingamerica,103,-0.25235973706834436,-0.41190201431159834,0.10394748402959637
#trending,#trending,103,-0.2177912066836902,0.2056299853722653,-0.04478440264457522
#obama,#obama,103,-0.31315029426158375,-0.27402606405189195,0.08581134259319356
#bitcoin,#bitcoin,102,0.16330832141424165,-0.15001155224234752,-0.024498134789442592
#drellenbrandt,#drellenbrandt,102,0.5731902466228201,0.45515361835096846,0.2608896147538606
#bidenadministration,#bidenadministration,100,-0.34708356342529384,-0.36368387282646336,0.12622869454092028
#walker,#walker,99,-0.11945583690091069,0.15376774105949712,-0.018368454196624754
#sambankmanfried,#sambankmanfried,98,-0.34855679126175965,-0.3798834837779635,0.13241096815898568
#crypto,#crypto,98,0.14530404435569733,-0.19400654095940942,-0.028189935032861435
#genz,#genz,96,-0.15343972758057148,0.10580623753352064,-0.016234880263468643
#left,#left,96,-0.1431418294326761,-0.2933888921478205,0.04199622275726512
