,id,sentiment,political,alignment
0,1603268128498130945,-0.0021545454545454593,-0.0321892801501239,-0.04015529141726557
1,1603248767624429569,-0.024683333333333324,-0.035451498586765835,-0.006675155268748071
2,1603238921458094082,-0.10902368421052631,-0.02927285861820539,0.0014839854209294
3,1603237366004588544,-0.2791625,-0.10948332752411215,0.031870079597424106
4,1603187291291545600,-0.053416666666666675,-0.017807406192694403,0.006379143181713451
5,1603185861725659137,0.022750000000000003,-0.05514583054758398,-0.013055613021359077
6,1603181184351182848,0.18855,-0.03016958501209782,-0.007052971195699037
7,1603138722039578624,0.1045,-0.07778629464378005,-0.02274574408829759
8,1603083251035373568,-0.04358124999999999,-0.1237227875474178,0.026654047989831862
9,1603062472881197056,-0.1050148148148148,-0.0137375921786307,-0.008123014190569683
10,1603038955749900288,-0.025283333333333335,0.01697553845885801,-0.008899577327554873
11,1603026329548591104,0.15793749999999998,0.005553338281183356,0.009677088716314463
12,1603017049290203136,-0.010933333333333335,0.033722689272322054,0.001132527740323729
13,1603016455871778816,0.10077142857142861,-0.07993326964197865,0.036861958361479104
14,1603015441823195136,-0.28473333333333334,-0.023264090750286338,0.01577527998384027
15,1602821896063655939,0.08653333333333335,0.04066326735644829,0.00041907446276668523
16,1602801027706650625,0.10488571428571428,-0.008755871510523023,-0.019116946617066578
17,1602784293964713984,0.07061428571428573,-0.008717251817017494,0.013083921827635929
18,1602775199065194502,0.12220500000000001,0.004123824918352704,-0.008229026087617728
19,1602771258059489280,-0.3138153846153846,-0.010903983278702067,-0.006407550457149241
20,1602769066552344577,0.39289999999999997,0.014263192356319754,-0.006333342011564958
21,1602692093360611331,0.08457692307692308,-0.01876806599279326,-0.005337710910963343
22,1602691181036638209,-0.08088000000000001,-0.026971645453775988,0.0019176315230511238
23,1602689725814521856,0.08918333333333332,-0.016880691843115074,-0.0030107510990132875
24,1602666109160792067,-0.13641111111111112,0.07186107372619929,0.0005797032620966109
25,1602649204853178368,-0.12596923076923075,-0.0345651321321316,0.006900498869791405
26,1602559483858735105,0.008916666666666656,-0.09957698394776122,-0.009269042399374842
27,1602547899233181696,-0.10196923076923078,-0.025971909974997872,-0.004318251645323972
28,1602505799833718784,-0.11491538461538461,-0.06911560080803102,0.006440192035306093
29,1602462568257396736,-0.1279722222222222,-0.07736573785696813,0.01033424980819934
30,1602434315450605568,0.2648148148148148,-0.017100441983871492,-0.005268966624914424
31,1602350086016606208,0.021871428571428573,-0.17601093705733245,-0.0001840867520675941
32,1602338584299569157,-0.03682222222222223,-0.02175064466047902,0.0017829510927688484
33,1602329202249834497,0.23217500000000002,0.0011190159323300267,-0.015691602477082265
34,1602311271868661760,0.06587999999999998,-0.14381383604440773,0.03277809957154927
35,1602306127185707008,-0.16984166666666667,0.002955110406963748,-0.004378995458950429
36,1602300348072398848,-0.01886666666666666,0.10278772395492736,0.0032963131238992337
37,1602283199899607040,0.3491666666666667,-0.0010724352167367582,0.003206640561713266
38,1602058368474140673,0.0037542857142857148,-0.01209220960797441,0.0006714905991219452
39,1602048968330039298,0.1398888888888889,-0.007202761506496635,-0.025068668091206735
40,1602036827124383746,0.19387692307692306,0.011389756285566422,-0.005028793312617651
41,1602028016741253120,-0.002064705882352949,0.0009279073021716969,-0.02105215446150469
42,1602008725501493248,-0.0053874999999999965,0.018437839651406482,-0.0010643910429371148
43,1601999948702162949,0.0524875,-0.049620214290554944,-0.0004957302234474527
44,1601982790928678914,0.022733333333333317,-0.12982212193492595,0.03397095508345964
45,1601970272743182344,-0.18209999999999998,0.006048803971048126,-0.0011371435819095815
46,1601959590849028096,-0.6701666666666667,-0.10854588444936954,0.08502222516712145
47,1601894492763832320,0.001337096774193547,-0.051849536361086204,-0.007880453525996605
48,1601829384385593344,-0.14905,-0.02954868711943969,-0.0045172230363459895
49,1601713238714220545,-0.057060465116279074,-0.03505058294285605,-0.005418702844432171
50,1601703067745157121,0.04718846153846154,-0.016705945414376172,-0.0022124269191125703
51,1601655666120486912,-0.09827000000000002,-0.0793016673870841,0.00964941705794618
52,1601651673331806210,0.11120000000000001,-0.02043137630022787,-0.006118793769639885
53,1601642557263728640,-0.017157142857142864,0.03482961727548943,0.006173706521121952
54,1601622752213217282,0.19044285714285716,0.010154596939384484,-0.0017314406978866034
55,1601617613112545282,-0.156675,0.01992761749274016,-0.005417990712607493
56,1601603764200570883,-0.045276,-0.017413061022735665,-0.002470653950621299
57,1601603522339880960,0.015576190476190466,-0.01619069852047248,0.0030466783951145077
58,1601580194157842432,0.059071428571428566,-0.0681224295114968,0.006585000317664426
59,1601578615375745025,0.02938095238095238,-0.016713007115404317,0.0020800648965455452
60,1601573021508317185,-0.12574285714285713,-0.020724666424660764,0.006892083325948476
61,1601561391819026437,-0.1832666666666667,-0.006673533815733726,0.01610874710341291
62,1601489546914725888,-0.031749999999999994,-0.015543969122117952,-0.0004927708204527793
63,1601440954753638400,0.07828333333333333,-0.005636727403552138,-0.016515241249914474
64,1601425888041918464,-0.23115789473684212,-0.011191884248231474,-0.006472595943084226
65,1601422718049869824,0.20051249999999998,-0.020350857207057697,0.0018995354523895646
66,1601416692659523585,0.23383750000000003,-0.04904496031982643,-0.001970968770978839
67,1601416298873094144,0.01302857142857143,-0.07087388068874122,-0.014939609938697427
68,1601398005277810689,-0.015314285714285716,-0.05675211061185952,0.015198213538846999
69,1601373989909037058,-0.03344545454545455,-0.03325132305047685,0.013502431770899577
70,1601370882059866114,0.1708909090909091,-0.017452297865491385,-0.0022441422550142274
71,1601338394474213379,0.08858571428571428,-0.06509748417718504,-0.003175841982492045
72,1601333144409772032,-0.18182857142857145,0.11010937403866276,0.013472712322901549
73,1601325589364969473,0.005733333333333325,0.00013835231992725036,-0.017183751423106287
74,1601274416914378752,-0.3597,-0.032002251793230845,0.011576661500519803
75,1601234773300563968,-0.03679142857142858,0.02128883610278548,0.005959128603788156
76,1601222103503888385,-0.318,0.019711805431169033,0.005865666127425656
77,1601211558478041088,0.1449,-0.05412115832490309,-0.011139115231800983
78,1601210687203602432,0.765,-0.019238627779644083,-0.014717550251427722
79,1601207631196352512,-0.00888888888888889,-0.04627864722472377,-0.004870084205677158
80,1601203483704688640,0.35556666666666664,-0.0721662960134309,-0.05183606474788416
81,1601194944030707712,0.07399333333333333,-0.046801703163818646,-0.02161306338875224
82,1601192259810365441,0.09526428571428569,-0.07090637602404304,-0.010440095700869614
83,1601174508161073159,0.12288333333333333,-0.04345031870923122,-0.02083395739835627
84,1601173184195493888,-0.02551666666666667,-0.04663457016355379,0.0022161429606259637
85,1601159728054181888,0.0021555555555555525,-0.09610233671867291,-0.03124071512879724
86,1601110757596626948,0.27140000000000003,-0.002318395881042003,-0.021156805225470986
87,1601108395075194880,0.4802714285714287,0.047958974069102864,0.0233478272750345
88,1601069573100511233,-0.016436842105263163,-0.012013675354125362,-0.0033374577857069425
89,1601013508375605248,-0.38545,-0.03464189980562815,0.03288237740349737
90,1600979891784060928,-0.19339482758620688,0.02469954328005443,0.004053984796809557
91,1600973147658162176,-0.1541,-0.0034590717576823598,0.006676216260094928
92,1600921487984144384,-0.1321625,0.000806187900966873,-0.002695628773517979
93,1600912606407319552,-0.18299230769230768,-0.012233806549338684,-0.014857807544572887
94,1600852989958189056,0.07902727272727272,0.044892199397203146,0.005471418681373013
95,1600839703262941185,-0.08398,0.0685999846547535,-0.001516587216953234
96,1600837999750967296,-0.014033333333333333,0.04278682759685815,-0.0015134955274457382
97,1600766982202494977,0.46788333333333326,0.11693789442697892,0.11621293742130119
98,1600658315083935744,-0.21193,-0.07651663510663308,-0.004471123960644086
99,1600643411161260032,0.23813750000000003,0.042086633085688635,0.027497233495655686
100,1600618212831686656,0.11637142857142857,-0.025315561719203544,0.004199137092230704
101,1600604745915371521,-0.015383333333333325,-0.04978533431354399,-0.018089295564800885
102,1600569435181305857,-0.10399642857142857,-0.0917753665384742,-0.021450631419689475
103,1600553617307713555,0.04817999999999999,0.017906934165430467,0.0011269340698709129
104,1600552417195872256,0.5030749999999999,-0.058298858980858556,-0.04068598003542164
105,1600541029354045440,-0.19313636363636366,-0.04422319378518431,0.006182477108337103
106,1600448131518197761,-0.08077142857142858,-0.025647214409723482,0.002085411037559925
107,1600447408114057216,0.15993181818181815,-0.004486460484886085,0.0033436965512168497
108,1600401977233625089,-0.08280000000000001,0.004642414544700707,-0.005708010675777602
109,1600392655275323392,0.05671666666666667,0.014568308707134665,-0.0015142816461226325
110,1600334316655214598,0.018648113207547168,-0.0038079908855093024,-0.003009480141457186
111,1600333225120759810,0.13425,-0.014728200708993715,0.003108493535301355
112,1600326566768099328,0.22362727272727276,0.009454503678520828,0.004934982838813397
113,1600317640806789121,0.06525,-0.019723930346835027,-0.004723303608955964
114,1600316016323690497,-0.20888888888888887,-0.005559067559421964,0.0030181490569798192
115,1600311299056947200,0.13767142857142858,0.026013104857921476,0.0055397167264031825
116,1600306899869609985,0.013044672131147541,-0.028706739403534718,0.0022799954804663715
117,1600295300505083904,-0.24487142857142857,0.02444132209930997,-0.021637381480093747
118,1600224296911048704,0.1699292682926829,-0.04864097122976614,-0.014388706844963498
119,1600200701610688536,-0.13833749999999997,-0.018335982849533482,0.010240930659104391
120,1600176029137395714,-0.0872,0.0567089150772841,0.005837364064788087
121,1600170549392441345,-0.09141666666666669,-0.0406659027901208,0.02573184507874045
122,1600141228535750656,0.017154545454545464,-0.03357719746839156,-0.0018985024478059317
123,1600055267827142663,-0.04138571428571426,-0.0043911118879649035,0.020594262957894887
124,1599963801985912833,0.09983076923076924,-0.019646475538025128,-0.011207344149556125
125,1599962795789127680,-0.017844444444444447,-0.001458904845915179,0.003362510327761795
126,1599957954199187456,0.14960710059171597,-0.015953987833399637,-0.0004217954757687922
127,1599937664094195713,0.019390909090909094,-0.002650766741617326,0.006152400983568232
128,1599920512750141441,-0.3517166666666667,-0.06272622604900394,0.028470456874361904
129,1599911886174097408,,,
130,1599878065517125651,-0.13794285714285714,-0.0787880332132956,0.02411118782597114
131,1599859978558328832,0.02433152173913045,0.011072635703878063,-0.0032919535594118786
132,1599843733377150977,-0.08660384615384614,0.010338519796242358,-0.018792913034192484
133,1599803232599310337,-0.16216666666666668,-0.004644978958840499,0.0020807341970436586
134,1599762774749433856,-0.012866666666666667,0.0951690975697926,-0.0014342353484774932
135,1599747306584436736,0.2839,-0.0937126668280314,-0.011349017239990777
136,1599611411285495808,0.13455,0.0035047964370024465,0.0022835017686199523
137,1599513767490076673,-0.037799999999999986,-0.005735303270667975,-0.01858980172366573
138,1599500904683769857,-0.20108571428571428,0.1566781611839696,0.0015215668502231998
139,1599500086261985283,-0.07118749999999999,-0.025744925924685358,0.013312885285413861
140,1599437552221462528,-0.0002600000000000047,0.03281366765411688,-2.2079454481747917e-05
141,1599436379469287425,-0.03322999999999999,-0.00015751400937077248,-0.0009761017260483229
142,1599418209970819072,0.06217999999999997,0.010343561714806408,-1.9535713443573355e-05
143,1599384002372083714,0.048916666666666664,-0.02199866874202767,0.0021793089197712297
144,1599169796796391424,0.03275,0.051903881876868486,0.00696698929041454
145,1599167996982747137,-0.5227499999999999,0.013539667334651305,-0.0035623348214203925
146,1599152028676022272,0.0332027397260274,0.001442906938415056,-0.0012978359886088794
147,1599141644003311616,-0.08280909090909093,0.018733397859982733,-0.003501606872112072
148,1599119131613089792,0.0046222222222222255,-0.06176662739300445,-0.007735764171288138
149,1599104759503650816,-0.0641,-0.0035533558535732423,-0.00928334923927709
150,1599073774912954369,0.04475,-0.012473805534503165,-0.008414302704106437
151,1599068392740487170,-0.26135,-0.028734106394917556,-3.972034125611541e-05
152,1599048306940084230,-0.2061833333333333,-0.02360047710456795,-0.014156819963083272
153,1599041384425541632,-0.08778333333333332,0.0600538376295869,0.007852055258818227
154,1599034251457875968,0.024357142857142838,-0.06033396927655562,0.003156332214579925
155,1599026113849737216,-0.0006357142857142871,0.011296355910354133,-0.010491755379463662
156,1599022998639493123,-0.3686842105263157,-0.04006411123768325,0.0026922310523828227
157,1598931912675844099,-0.1407846153846154,-0.04041970287295108,-0.0010618425071803536
158,1598890181934792706,0.21382000000000004,-0.07919498975125247,-0.018160268206439307
159,1598872689661255681,-0.073425,-0.09101505610834429,0.015104735853021507
160,1598867834129461249,-0.02551666666666667,0.0077482713613639675,0.0038622833395974016
161,1598860545251475461,0.14229999999999998,-0.037687707970575995,-0.008150006361307173
162,1598853389810831360,-0.07522499999999999,-0.016010320124392973,0.00868082608541591
163,1598843428783427585,0.02449166666666666,-0.04763280474854099,-0.004311409553865638
164,1598834123610607618,0.07605714285714285,-0.02623818211285012,-0.0068393209719402
165,1598832307112415232,-0.02548333333333334,0.07669936744439433,-0.024382442957930937
166,1598828805267001344,0.06616250000000001,-0.031480787798929835,-0.011817233714389436
167,1598807485355171840,-0.21802499999999997,-0.005231163347896514,0.009018355920267859
168,1598804898526932992,-0.03300961538461538,-0.02806803905728028,0.001667791126017338
169,1598782992373075970,-0.09896969696969697,-0.03436005800146245,-0.0012785340436994093
170,1598758730656583680,0.05439999999999999,-0.03370224505376186,-0.018018556740683134
171,1598757503461900288,-0.022187096774193546,-0.017125370756914473,0.0008459137153734135
172,1598680800396034050,-0.11268125000000001,-0.032505672601315,0.008794608489296533
173,1598667000586412032,-0.10020277777777777,-0.04890343472164591,0.012814447463997857
174,1598579169218408449,-0.08862307692307692,-0.12657577548217436,0.006639478553169811
175,1598535393343078400,0.017383333333333344,-0.033758950622245744,0.00883367612298691
176,1598473388678598657,0.24359999999999998,-0.0450941067266288,-0.01722166239280292
177,1598408186003947529,0.10916274509803921,-0.039597879351690894,0.007364629437160717
178,1598401916622745606,0.23201818181818182,-0.055292187299588964,-0.010877976548683006
179,1598394113321500672,0.012900000000000003,-0.011167942896091852,-0.0048494493605187915
180,1598359415953956864,0.10436666666666666,-0.10002589221808372,-0.010637317308574182
181,1598347897585664002,-0.059734999999999996,-0.08774904665998311,-0.015472590583458633
182,1598347078207430658,-0.09596336633663366,-0.02563887454725786,0.00319811672014245
