Id,Label,Count,Sentiment,Political,Alignment
#百家乐,#百家乐,1284,0.09432858255451694,-0.003100466244257418,-0.00029246258607892894
#世界杯,#世界杯,394,0.09838883248730958,-0.0009815257460223038,-9.657117220737002e-05
#democrats,#democrats,363,-0.11570826446280984,-1.0,0.11570826446280984
#republicans,#republicans,282,-0.07234716312056741,0.9164509771161887,-0.0663026283334283
#nft,#nft,220,0.10050954545454545,0.009504692593285364,0.0009553123322362968
#foxnews,#foxnews,203,-0.3829142857142852,-0.050922537510765475,0.019498967077693656
#足球,#足球,161,0.07051180124223605,-0.0008171638586797379,-5.7619695585564345e-05
#republican,#republican,144,-0.0541048611111111,1.0,-0.0541048611111111
#gop,#gop,136,-0.015547794117647052,0.11009484270512102,-0.0017117319477939579
#推特号,#推特号,134,0.07690223880597014,-0.00018066554161416776,-1.3893584625222664e-05
#开云体育,#开云体育,133,0.08846315789473688,-0.001447301054133119,-0.00012803282167299723
#trump,#trump,128,-0.10259062500000002,0.05922622416509559,-0.006076055353487261
#女s,#女s,120,0.08959,0.0,0.0
#smartnews,#smartnews,105,-0.22202571428571416,0.0,-0.0
#竞彩足球,#竞彩足球,100,0.07349099999999999,-0.0017294509876469302,-0.00012709908253316052
#maga,#maga,94,-0.18003085106382985,0.09807270468274618,-0.017656112490166444
#卡塔尔世界杯,#卡塔尔世界杯,82,0.031293902439024385,-0.0008010712277794279,-2.50686448488389e-05
#democrat,#democrat,82,0.0063914634146341395,-0.9906121263224477,-0.006331461163482857
#梅西,#梅西,79,0.08908101265822786,-0.0010159550217697284,-9.050230215445934e-05
#信用盘,#信用盘,79,0.08250886075949367,-0.0007509011841159997,-6.195600124436594e-05
#裸聊,#裸聊,72,0.11151944444444445,0.0,0.0
#biden,#biden,69,-0.05610144927536233,-0.07002838266393786,0.003928693757856572
#usdt,#usdt,65,0.08412153846153847,-0.00010463451443357526,-8.802016330328404e-06
#ukraine,#ukraine,65,0.06309692307692306,0.007446408978915735,0.00046984549454195533
#捕鱼,#捕鱼,64,0.0698078125,-0.0027904249561217123,-0.0001947934621322652
#棋牌,#棋牌,64,0.11245000000000002,-0.0016044441756495344,-0.00018041974755179019
#体育,#体育,61,0.08423278688524591,-0.0027904249561217123,-0.00023504527064827186
#omnibusbill,#omnibusbill,60,-0.11191833333333331,0.11546284103489762,-0.012922408730557349
#news,#news,60,-0.05114,0.013712380123198723,-0.0007012511195003827
#原味,#原味,60,0.13734833333333335,0.0,0.0
#深圳,#深圳,59,-0.0037186440677966126,-0.0009560922164367407,3.5553666489190007e-06
#usa,#usa,58,-0.06837241379310344,0.0361852807460218,-0.002474074988386621
#男m,#男m,57,0.14622105263157895,0.0,0.0
#恋足,#恋足,57,0.14622105263157895,0.0,0.0
