Source,Target,Weight
nothing,like,52
nothing,future,6
nothing,republican,114
nothing,want,38
nothing,u,26
nothing,also,6
nothing,republicans,197
nothing,continue,19
nothing,much,6
nothing,get,55
nothing,away,8
nothing,trump,104
nothing,communist,6
nothing,plan,54
nothing,talk,20
nothing,long,6
nothing,year,25
nothing,complain,6
nothing,biden,80
nothing,make,26
nothing,country,31
nothing,matter,14
nothing,follow,8
nothing,democrats,150
nothing,tax,98
nothing,return,34
nothing,release,28
nothing,law,15
nothing,office,7
nothing,today,10
nothing,pass,13
nothing,give,23
nothing,money,33
nothing,every,21
nothing,world,6
nothing,secure,10
nothing,border,48
nothing,come,12
nothing,say,51
nothing,burger,19
nothing,report,20
nothing,reveal,14
nothing,income,16
nothing,pay,46
nothing,irs,20
nothing,audit,19
nothing,see,41
nothing,sure,11
nothing,take,30
nothing,best,6
nothing,current,6
nothing,dems,16
nothing,another,17
nothing,need,26
nothing,wake,9
nothing,realize,7
nothing,liar,6
nothing,democracy,8
nothing,way,17
nothing,everything,12
nothing,do,36
nothing,illegal,11
nothing,look,12
nothing,along,6
nothing,truth,9
nothing,lie,23
nothing,right,24
nothing,one,29
nothing,show,11
nothing,tell,19
nothing,amp,31
nothing,shit,13
nothing,go,50
nothing,president,20
nothing,let,10
nothing,big,15
nothing,corruption,6
nothing,democrat,117
nothing,still,12
nothing,political,13
nothing,people,51
nothing,person,9
nothing,ever,12
nothing,try,10
nothing,time,34
nothing,fuck,13
nothing,rich,11
nothing,power,10
nothing,ukraine,18
nothing,child,7
nothing,sick,10
nothing,ppl,7
nothing,oversight,47
nothing,admin,47
nothing,green,45
nothing,push,51
nothing,benefit,50
nothing,china,46
nothing,table,45
nothing,mcconnell,20
nothing,help,26
nothing,wrong,18
nothing,first,10
nothing,gun,6
nothing,happen,21
nothing,yet,8
nothing,find,30
nothing,ball,6
nothing,change,35
nothing,fox,10
nothing,news,16
nothing,actually,11
nothing,expect,7
nothing,fbi,29
nothing,lol,11
nothing,group,8
nothing,corrupt,20
nothing,government,23
nothing,use,16
nothing,keep,18
nothing,mccarthy,8
nothing,hard,12
nothing,work,14
nothing,americans,16
nothing,issue,7
nothing,stand,9
nothing,always,10
nothing,would,21
nothing,stop,27
nothing,fight,13
nothing,support,16
nothing,think,16
nothing,even,17
nothing,side,6
nothing,care,17
nothing,mean,12
nothing,leave,23
nothing,love,9
nothing,new,15
nothing,state,10
nothing,voter,7
nothing,absolutely,15
nothing,else,10
nothing,senate,20
nothing,gop,18
nothing,house,30
nothing,omnibus,17
nothing,threat,8
nothing,next,12
nothing,hope,6
nothing,call,8
nothing,twitter,16
nothing,anyone,8
nothing,vote,48
nothing,party,49
nothing,thing,18
nothing,hate,12
nothing,problem,14
nothing,election,15
nothing,blame,6
nothing,midterm,6
nothing,cause,6
nothing,since,9
nothing,know,35
nothing,read,16
nothing,scheme,7
nothing,pelosi,7
nothing,case,7
nothing,move,8
nothing,claim,6
nothing,america,25
nothing,fail,11
nothing,job,8
nothing,fact,11
nothing,security,8
nothing,word,8
nothing,co,8
nothing,risk,6
nothing,old,7
nothing,many,7
nothing,bad,11
nothing,must,8
nothing,later,6
nothing,control,18
nothing,2020,7
nothing,congress,8
nothing,really,7
nothing,billion,6
nothing,dollar,7
nothing,conservative,7
nothing,american,30
nothing,destroy,6
nothing,day,7
nothing,2024,6
nothing,usa,7
nothing,entire,6
nothing,open,14
nothing,whine,6
nothing,good,12
nothing,trust,6
nothing,action,7
nothing,coward,6
nothing,already,8
nothing,last,11
nothing,politician,10
nothing,great,7
nothing,nation,7
nothing,mitch,15
nothing,win,8
nothing,bill,49
nothing,social,6
nothing,system,6
nothing,senator,7
nothing,spend,12
nothing,bunch,6
nothing,blah,15
nothing,little,9
nothing,anything,11
nothing,crime,10
nothing,never,6
nothing,please,10
nothing,except,10
nothing,via,7
nothing,well,13
nothing,fake,9
nothing,inflation,7
nothing,put,10
nothing,massive,6
nothing,spending,11
nothing,us,8
nothing,live,9
nothing,run,7
nothing,turn,7
nothing,believe,7
nothing,million,10
nothing,include,8
nothing,joe,8
nothing,federal,8
nothing,feel,6
nothing,hunt,6
nothing,protect,6
nothing,medium,8
nothing,mouth,6
nothing,crisis,7
nothing,leader,6
nothing,learn,7
nothing,750,6
nothing,ole,6
nothing,left,7
nothing,hide,9
nothing,rule,6
nothing,night,7
nothing,opposition,8
nothing,two,7
nothing,lose,9
nothing,evil,8
nothing,constituent,7
nothing,constitution,6
nothing,la,6
like,hot,7
like,drive,20
like,line,9
like,future,9
like,republican,395
like,want,101
like,u,66
like,mitch,63
like,mcconnell,68
like,democrat,266
like,part,12
like,trump,192
like,good,31
like,republicans,459
like,front,8
like,ukraine,74
like,say,136
like,bad,42
like,thing,71
like,zelensky,19
like,reason,23
like,make,101
like,look,99
like,dems,36
like,stop,53
like,leave,29
like,base,10
like,clear,8
like,set,7
like,feel,36
like,year,50
like,real,33
like,man,19
like,know,71
like,wake,7
like,liberal,32
like,vote,127
like,dumb,10
like,start,33
like,war,36
like,public,17
like,school,10
like,education,6
like,etc,13
like,keep,46
like,voter,33
like,think,97
like,kid,17
like,go,127
like,narrative,6
like,democrats,337
like,release,24
like,report,34
like,tax,121
like,return,35
like,reveal,6
like,income,10
like,pay,40
like,irs,25
like,audit,14
like,every,45
like,government,31
like,official,9
like,law,35
like,case,13
like,obama,12
like,much,38
like,freedom,6
like,could,33
like,get,143
like,away,18
like,elect,24
like,donald,36
like,throw,7
like,communist,7
like,plan,15
like,talk,30
like,long,22
like,patriot,8
like,count,7
like,far,21
like,hour,9
like,anyone,24
like,color,6
like,lake,11
like,often,7
like,show,31
like,via,23
like,favor,6
like,criminal,16
like,maga,33
like,cheat,14
like,al,8
like,lock,6
like,sound,37
like,exactly,12
like,course,9
like,security,10
like,well,35
like,rand,10
like,paul,8
like,comment,10
like,share,9
like,video,11
like,corrupt,30
like,everything,15
like,wall,8
like,see,82
like,end,20
like,hope,16
like,biden,80
like,debt,9
like,ridden,6
like,stacey,6
like,abrams,7
like,pan,6
like,incredibly,6
like,financial,10
like,planning,7
like,put,40
like,big,28
like,lie,49
like,support,58
like,omnibus,26
like,bill,89
like,party,133
like,remember,19
like,work,30
like,secure,9
like,border,42
like,fight,23
like,inflation,14
like,pelosi,22
like,majority,15
like,house,59
like,red,10
like,state,40
like,many,44
like,people,192
like,democratic,16
like,policy,17
like,candidate,20
like,ballot,10
like,voting,12
like,right,57
like,abortion,13
like,stuff,15
like,never,38
like,would,112
like,live,22
like,time,54
like,evidence,6
like,election,56
like,fraud,19
like,commit,7
like,ever,29
like,sounds,29
like,write,20
like,committee,12
like,looks,27
like,happen,20
like,ask,34
like,question,15
like,president,60
like,do,16
like,shit,21
like,pull,6
like,try,42
like,month,10
like,ago,8
like,need,84
like,cut,8
like,thanks,8
like,asshole,17
like,political,27
like,also,32
like,clown,7
like,must,36
like,putin,31
like,love,40
like,trust,16
like,hate,25
like,america,68
like,understand,20
like,come,44
like,problem,20
like,anything,25
like,else,14
like,wrong,16
like,liar,8
like,run,46
like,spend,36
like,senate,51
like,race,7
like,dollar,22
like,trillion,24
like,spending,35
like,history,9
like,power,30
like,wait,14
like,stand,17
like,god,8
like,bitch,14
like,zelenskyy,19
like,pocket,9
like,take,72
like,money,78
like,use,39
like,country,44
like,funny,9
like,simply,7
like,whose,6
like,new,44
like,way,37
like,always,38
like,give,59
like,conspiracy,6
like,co,8
like,body,6
like,crime,17
like,focus,9
like,attract,6
like,lot,28
like,men,8
like,progressive,6
like,fuck,32
like,dont,8
like,actually,23
like,fascist,17
like,nazi,7
like,congress,45
like,taxpayer,10
like,somebody,6
like,waste,6
like,everybody,6
like,kevin,22
like,mccarthy,37
like,leader,16
like,rank,6
like,second,8
like,class,6
like,citizen,7
like,leadership,17
like,position,11
like,serve,10
like,interest,14
like,pretty,10
like,kill,19
like,politics,13
like,let,38
like,one,87
like,side,22
like,kinda,8
like,oh,14
like,forget,6
like,child,18
like,woman,19
like,sick,6
like,ppl,15
like,tell,36
like,resign,9
like,hold,13
like,earmark,6
like,district,8
like,mean,32
like,matter,9
like,left,10
like,honest,7
like,medium,21
like,control,26
like,amp,128
like,agree,19
like,continue,23
like,blame,21
like,best,10
like,since,13
like,truth,16
like,hear,16
like,pass,17
like,budget,8
like,seem,30
like,gun,14
like,old,18
like,hard,14
like,believe,18
like,conservative,30
like,full,13
like,american,51
like,nation,6
like,russia,21
like,ally,6
like,result,10
like,literally,9
like,yes,15
like,idiot,17
like,cry,6
like,rich,15
like,really,41
like,lose,32
like,important,14
like,swing,12
like,call,48
like,fail,6
like,insurrection,9
like,wonder,11
like,kind,17
like,truly,6
like,great,25
like,everyone,20
like,except,6
like,as,14
like,federal,6
like,program,6
like,king,6
like,crisis,13
like,fear,10
like,gop,64
like,platform,9
like,stupid,14
like,name,12
like,office,23
like,city,11
like,suck,6
like,billionaire,7
like,self,11
like,almost,13
like,someone,17
like,ridiculous,12
like,allow,24
like,fake,22
like,bully,6
like,around,10
like,whine,6
like,threat,9
like,constitution,10
like,us,38
like,j6,12
like,joke,6
like,first,15
like,socialist,6
like,win,32
like,joe,18
like,politician,35
like,unless,7
like,another,28
like,world,15
like,watch,22
like,block,7
like,fool,10
like,fbi,36
like,twitter,31
like,action,16
like,tweet,12
like,read,20
like,act,64
like,thank,7
like,absolutely,12
like,gonna,9
like,nominee,7
like,across,7
like,senator,17
like,campaign,14
like,message,8
like,exist,9
like,please,16
like,today,22
like,top,12
like,story,7
like,high,19
like,mike,15
like,pence,6
like,americans,37
like,dirty,12
like,obvious,6
like,business,10
like,rinos,15
like,responsible,6
like,2023,6
like,2024,16
like,hand,13
like,wing,8
like,protect,16
like,ftx,6
like,company,6
like,million,23
like,two,20
like,rino,25
like,nobody,8
like,secret,6
like,police,7
like,yet,14
like,leftist,7
like,care,37
like,enough,14
like,change,22
like,elon,9
like,realize,6
like,folk,7
like,game,18
like,100,10
like,last,24
like,suppose,6
like,record,6
like,bid,6
like,white,20
like,organization,14
like,york,6
like,times,6
like,visit,11
like,small,7
like,florida,14
like,rep,15
like,either,11
like,hey,11
like,find,25
like,actual,7
like,help,52
like,ignore,7
like,day,20
like,administration,8
like,single,9
like,deny,8
like,maybe,11
like,mitt,6
like,santos,13
like,porn,6
like,guy,29
like,anymore,6
like,romney,10
like,accountable,7
like,dc,13
like,kari,8
like,back,45
like,beyond,6
like,ass,11
like,finally,6
like,become,14
like,third,6
like,matt,6
like,gaetz,7
like,chance,10
like,mind,6
like,next,20
like,enjoy,6
like,list,8
like,term,12
like,hit,6
like,imagine,7
like,whenever,7
like,jordan,10
like,open,11
like,star,7
like,something,20
like,steal,8
like,group,12
like,whether,7
like,die,9
like,prove,7
like,scum,7
like,issue,19
like,hell,12
like,true,8
like,face,13
like,still,31
like,funding,10
like,target,6
like,least,15
like,past,11
like,even,46
like,probably,8
like,welfare,9
like,000,19
like,human,8
like,push,12
like,sure,22
like,life,27
like,trumps,12
like,howdy,10
like,partner,9
like,person,20
like,text,9
like,phonebank,9
like,postcard,9
like,register,11
like,learn,17
like,sign,25
like,others,22
like,begin,7
like,three,7
like,prosecution,6
like,worry,8
like,outcome,6
like,threaten,13
like,pas,17
like,may,16
like,baby,10
like,several,8
like,might,8
like,catch,9
like,liberals,6
like,reform,6
like,especially,6
like,cause,8
like,destroy,14
like,without,16
like,hunter,8
like,home,7
like,point,17
like,job,25
like,follow,23
like,news,19
like,social,11
like,racist,9
like,join,7
like,apparently,6
like,admit,7
like,already,17
like,ball,9
like,suffer,6
like,ban,21
like,member,12
like,court,13
like,code,6
like,low,7
like,illegal,12
like,billion,15
like,less,8
like,middle,7
like,fund,25
like,break,14
like,pick,7
like,george,7
like,include,12
like,typical,6
like,correct,6
like,place,6
like,repeat,6
like,supporter,12
like,corporate,6
like,complain,6
like,gas,7
like,price,6
like,word,11
like,traitor,10
like,judge,11
like,2020,16
like,answer,7
like,mtg,12
like,boebert,10
like,speaker,9
like,dem,8
like,bunch,10
like,queen,10
like,witch,7
like,check,10
like,total,6
like,prominent,6
like,pastor,7
like,ron,10
like,desantis,20
like,steer,6
like,track,10
like,constantly,6
like,democracy,21
like,congressman,6
like,anti,13
like,late,7
like,lead,12
like,supreme,6
like,hang,7
like,tune,6
like,washington,10
like,limit,9
like,ruin,6
like,speech,14
like,wish,14
like,together,8
like,free,15
like,10,6
like,drug,6
like,deal,9
like,mass,7
like,serious,6
like,able,7
like,corruption,12
like,zero,8
like,seat,8
like,add,6
like,45,6
like,own,8
like,january,13
like,6th,14
like,wtf,7
like,senators,8
like,system,9
like,vladimir,8
like,taylor,22
like,greene,20
like,fire,7
like,warning,6
like,scotus,10
like,returns,6
like,gay,7
like,later,7
like,meet,7
like,little,18
like,fact,14
like,priority,11
like,choice,8
like,fix,15
like,seems,8
like,fair,7
like,attack,6
like,young,6
like,decide,8
like,seriously,7
like,sit,10
like,marjorie,20
like,doj,17
like,week,10
like,damn,8
like,fox,6
like,jr,12
like,slam,8
like,amid,7
like,governor,7
like,beat,7
like,midterm,6
like,pretend,12
like,family,13
like,account,13
like,black,15
like,rid,7
like,bullshit,8
like,aid,7
like,early,7
like,china,7
like,play,10
like,agenda,15
like,crap,9
like,military,11
like,arizona,6
like,instead,16
like,longer,7
like,cover,11
like,agency,6
like,head,11
like,miss,7
like,enemy,8
like,aoc,7
like,example,6
like,dictator,8
like,bannon,6
like,graham,6
like,covid,8
like,save,8
like,opposition,6
like,rule,6
like,jan,7
like,ok,8
like,table,6
like,guess,11
like,strong,6
like,backer,6
like,dump,6
like,post,12
like,presidency,7
like,friend,6
like,hop,7
like,content,7
like,disgust,6
like,agent,6
like,false,6
like,behind,6
like,primary,6
like,benefit,7
like,bs,7
like,smart,6
like,denial,6
like,presidential,6
like,file,7
like,investigate,6
like,climate,6
like,lindell,6
like,force,9
like,rather,7
like,capitol,6
like,statement,8
like,prevent,7
like,page,11
like,ifbap,7
like,event,6
like,congressional,9
like,promise,6
like,welcome,6
like,common,6
like,sense,8
like,turn,18
like,lgbtq,6
like,quest,7
like,bipartisanship,8
like,commission,10
like,difficult,10
like,complicit,11
like,elector,10
like,legislators,10
like,organizer,10
like,sneer,10
like,ginni,10
like,thomas,11
like,mueller,10
like,swamp,11
like,hide,6
like,biggs,6
like,taxes,8
future,republican,47
future,want,14
future,u,7
future,voter,6
future,believe,7
future,party,37
future,trump,21
future,take,7
future,support,10
future,give,10
future,run,6
future,good,8
future,know,6
future,country,10
future,democrats,26
future,republicans,25
future,amp,7
future,tax,12
future,get,13
future,dems,6
future,see,8
future,gop,15
future,vote,20
future,democrat,23
future,time,9
future,come,6
future,political,6
future,america,12
future,new,9
future,house,9
future,democratic,6
future,go,7
future,need,10
future,think,10
future,say,8
future,release,6
future,candidate,6
future,biden,8
future,fail,7
future,former,6
future,president,11
future,may,6
future,people,7
future,donald,8
future,make,7
future,first,6
future,election,6
future,protect,6
republican,hot,17
republican,girl,26
republican,drive,24
republican,line,50
republican,want,277
republican,u,168
republican,honestly,9
republican,extremely,10
republican,funny,23
republican,anyone,95
republican,say,389
republican,keep,115
republican,freak,6
republican,attack,79
republican,agreement,11
republican,thing,157
republican,become,87
republican,rich,99
republican,argue,71
republican,question,139
republican,large,88
republican,anything,157
republican,onto,77
republican,bank,81
republican,mind,96
republican,seat,114
republican,candidate,190
republican,open,72
republican,omnibus,239
republican,simply,19
republican,short,24
republican,term,56
republican,spending,164
republican,bill,511
republican,follow,51
republican,debate,23
republican,process,25
republican,gop,301
republican,take,250
republican,house,474
republican,january,49
republican,serve,51
republican,fine,19
republican,vote,767
republican,dems,103
republican,democrats,270
republican,call,217
republican,gay,53
republican,george,191
republican,santos,205
republican,resign,29
republican,piss,16
republican,trump,794
republican,tax,383
republican,release,102
republican,ukrainian,34
republican,president,283
republican,see,235
republican,folk,21
republican,hate,62
republican,clearly,28
republican,raise,34
republican,age,22
republican,social,36
republican,security,76
republican,battle,20
republican,come,149
republican,2023,19
republican,fight,86
republican,营业中,43
republican,beautiful,14
republican,thus,12
republican,collection,17
republican,pick,87
republican,true,66
republican,opinion,16
republican,co,547
republican,official,74
republican,star,21
republican,put,83
republican,pretend,21
republican,normal,6
republican,blame,24
republican,failure,29
republican,insurrection,25
republican,file,19
republican,make,273
republican,stuff,28
republican,even,222
republican,exactly,32
republican,suffer,136
republican,accept,77
republican,dinner,69
republican,sport,66
republican,congress,268
republican,soon,79
republican,time,275
republican,enjoy,71
republican,owner,70
republican,honest,15
republican,good,140
republican,help,154
republican,stand,78
republican,way,126
republican,select,10
republican,next,104
republican,speaker,103
republican,2020,75
republican,would,317
republican,never,250
republican,2024,144
republican,might,32
republican,first,96
republican,life,75
republican,missouri,7
republican,senator,237
republican,hammer,26
republican,home,39
republican,wtf,15
republican,message,185
republican,fox,27
republican,news,88
republican,via,340
republican,religious,19
republican,writer,7
republican,cause,42
republican,couple,16
republican,lol,23
republican,great,95
republican,get,410
republican,zero,19
republican,percent,12
republican,primary,48
republican,standard,20
republican,participant,8
republican,piece,16
republican,instead,34
republican,assault,6
republican,voting,81
republican,right,219
republican,every,278
republican,state,246
republican,run,133
republican,sure,71
republican,domestic,61
republican,terrorist,20
republican,wing,53
republican,extremist,52
republican,supreme,107
republican,court,155
republican,justices,74
republican,whatever,23
republican,americans,93
republican,away,90
republican,shadow,10
republican,committee,88
republican,issue,54
republican,counter,6
republican,report,91
republican,jan,66
republican,hill,9
republican,five,19
republican,republicans,336
republican,sit,23
republican,choice,18
republican,kevin,89
republican,mccarthy,158
republican,andy,9
republican,liz,13
republican,cheney,22
republican,obviously,15
republican,root,7
republican,100,34
republican,conservative,105
republican,least,48
republican,willing,11
republican,save,30
republican,democracy,59
republican,less,28
republican,evil,40
republican,event,23
republican,page,51
republican,occur,10
republican,scandal,51
republican,ugly,10
republican,day,101
republican,close,22
republican,door,30
republican,fail,80
republican,wednesday,32
republican,settle,6
republican,democratic,120
republican,leader,203
republican,pennsylvania,8
republican,representatives,22
republican,hold,112
republican,three,43
republican,special,26
republican,election,248
republican,determine,25
republican,control,88
republican,party,1452
republican,sick,27
republican,skin,10
republican,rock,10
republican,protect,56
republican,fall,39
republican,probably,40
republican,majority,132
republican,though,44
republican,consider,34
republican,peace,14
republican,task,16
republican,present,21
republican,zelenskyy,51
republican,cut,58
republican,back,138
republican,aid,51
republican,ukraine,257
republican,arizona,54
republican,lake,58
republican,press,23
republican,steal,54
republican,claim,104
republican,voter,206
republican,base,56
republican,believe,105
republican,kari,42
republican,mike,35
republican,lindell,10
republican,steve,32
republican,bannon,9
republican,etc,28
republican,leadership,83
republican,support,284
republican,direction,13
republican,give,156
republican,concern,108
republican,meet,90
republican,brother,77
republican,cell,134
republican,employee,128
republican,appoint,20
republican,judge,30
republican,without,74
republican,law,102
republican,degree,18
republican,pass,86
republican,bar,9
republican,surprise,22
republican,fiore,6
republican,nevada,10
republican,statement,25
republican,worker,18
republican,involve,21
republican,one,381
republican,attend,6
republican,block,59
republican,twitter,93
republican,use,88
republican,fascism,10
republican,let,185
republican,win,142
republican,homeless,8
republican,immigrant,27
republican,desperately,11
republican,seek,118
republican,asylum,14
republican,tear,8
republican,operation,12
republican,politics,62
republican,else,42
republican,research,17
republican,gt,20
republican,34,9
republican,identify,25
republican,something,61
republican,likely,29
republican,southern,29
republican,black,25
republican,know,279
republican,guess,39
republican,go,400
republican,along,43
republican,respect,20
republican,expert,15
republican,heart,23
republican,full,49
republican,bad,91
republican,fact,119
republican,hundred,73
republican,democrat,481
republican,science,63
republican,dumb,15
republican,transparency,8
republican,maga,104
republican,cheat,34
republican,taxpayer,29
republican,mitt,99
republican,romney,130
republican,reelection,98
republican,senate,255
republican,top,88
republican,think,237
republican,born,10
republican,rep,80
republican,part,62
republican,zelensky,77
republican,per,27
republican,office,103
republican,represent,60
republican,side,89
republican,show,105
republican,brave,10
republican,people,452
republican,new,271
republican,national,121
republican,convention,75
republican,milwaukee,49
republican,wi,9
republican,july,39
republican,15,45
republican,18,41
republican,senators,146
republican,conference,18
republican,title,22
republican,42,23
republican,border,186
republican,crisis,40
republican,race,55
republican,indiana,6
republican,district,46
republican,recount,11
republican,ballot,54
republican,increase,25
republican,lead,80
republican,commit,22
republican,multiple,11
republican,jones,6
republican,attorney,42
republican,behavior,16
republican,still,94
republican,work,127
republican,ag,12
republican,ethic,10
republican,apply,15
republican,family,78
republican,bring,46
republican,end,82
republican,land,23
republican,service,23
republican,staff,23
republican,stop,164
republican,weird,6
republican,vladimir,7
republican,putin,103
republican,single,87
republican,light,17
republican,prevent,21
republican,window,19
republican,also,121
republican,month,32
republican,walk,21
republican,idea,45
republican,beat,19
republican,die,29
republican,confirmation,7
republican,already,49
republican,incompetent,7
republican,elected,19
republican,prove,29
republican,criminal,120
republican,due,16
republican,hide,23
republican,complain,23
republican,congressional,28
republican,focus,28
republican,taxes,16
republican,irs,46
republican,treat,19
republican,far,63
republican,class,36
republican,ago,28
republican,plead,10
republican,lie,214
republican,as,31
republican,tree,44
republican,eat,9
republican,return,163
republican,street,22
republican,total,35
republican,item,13
republican,consumer,13
republican,level,45
republican,break,46
republican,america,183
republican,independent,77
republican,care,104
republican,long,97
republican,lose,92
republican,kent,14
republican,concede,14
republican,3rd,25
republican,marie,7
republican,gluesenkamp,6
republican,perez,6
republican,propose,23
republican,overhaul,13
republican,federal,62
republican,reserve,12
republican,amid,22
republican,truth,66
republican,continue,90
republican,able,35
republican,woman,72
republican,color,15
republican,historic,19
republican,gain,18
republican,legislative,16
republican,across,20
republican,country,259
republican,2022,45
republican,midterm,16
republican,possible,31
republican,ice,24
republican,blindsides,21
republican,tennessee,27
republican,plan,118
republican,adult,36
republican,illegal,47
republican,leave,123
republican,advocacy,22
republican,group,68
republican,request,36
republican,rush,24
republican,unexpected,21
republican,sad,28
republican,whether,44
republican,another,209
republican,start,77
republican,war,96
republican,public,115
republican,school,45
republican,education,36
republican,form,53
republican,kid,31
republican,college,24
republican,woke,7
republican,narrative,6
republican,fbi,72
republican,gonna,23
republican,elon,20
republican,musk,14
republican,government,139
republican,wholly,8
republican,unfitted,7
republican,read,117
republican,rand,46
republican,paul,57
republican,lee,19
republican,biden,221
republican,russia,56
republican,smartnews,11
republican,current,45
republican,customer,6
republican,television,17
republican,discus,13
republican,obama,44
republican,replace,23
republican,particular,18
republican,kind,46
republican,strange,9
republican,2016,22
republican,quite,24
republican,american,199
republican,add,20
republican,contribute,6
republican,campaign,49
republican,individual,24
republican,share,33
republican,value,25
republican,perhaps,22
republican,jealous,82
republican,threaten,16
republican,lack,20
republican,realize,37
republican,actually,84
republican,curb,10
republican,thank,41
republican,authority,11
republican,legal,25
republican,cover,29
republican,coup,16
republican,attempt,26
republican,6th,23
republican,2021,10
republican,since,97
republican,disaster,10
republican,environmental,13
republican,profit,6
republican,plant,13
republican,thousand,18
republican,develop,13
republican,do,92
republican,could,158
republican,bust,10
republican,information,22
republican,laptop,12
republican,voice,26
republican,power,114
republican,exist,14
republican,indeed,21
republican,address,34
republican,late,27
republican,outside,36
republican,activity,19
republican,discover,13
republican,name,58
republican,professor,11
republican,reject,23
republican,trillion,135
republican,purpose,28
republican,urge,26
republican,perpetuation,10
republican,grift,18
republican,amp,353
republican,hearing,27
republican,ask,97
republican,member,106
republican,need,298
republican,tell,187
republican,include,90
republican,seem,55
republican,language,13
republican,music,9
republican,responsibility,41
republican,major,24
republican,neo,14
republican,nazis,48
republican,michael,12
republican,found,6
republican,arrest,15
republican,york,69
republican,nazi,17
republican,order,31
republican,army,10
republican,must,128
republican,2018,7
republican,jim,17
republican,jordan,11
republican,recent,29
republican,politician,100
republican,may,60
republican,screw,22
republican,fake,46
republican,sex,16
republican,mitch,368
republican,mcconnell,404
republican,uniparty,18
republican,buy,35
republican,usually,20
republican,test,10
republican,blood,16
republican,feed,15
republican,mess,12
republican,year,195
republican,old,61
republican,business,57
republican,find,74
republican,guilty,13
republican,12,40
republican,charge,45
republican,application,9
republican,covid,30
republican,19,26
republican,place,46
republican,send,63
republican,private,18
republican,welcome,18
republican,strong,44
republican,hard,33
republican,catch,26
republican,comment,21
republican,video,55
republican,effort,26
republican,non,18
republican,white,80
republican,georgia,34
republican,hope,64
republican,successful,11
republican,suddenly,20
republican,learn,31
republican,health,22
republican,car,17
republican,moron,15
republican,united,45
republican,states,60
republican,agree,57
republican,fill,20
republican,husband,22
republican,corrupt,70
republican,throw,34
republican,everything,101
republican,wall,29
republican,stick,8
republican,real,85
republican,hispanic,15
republican,migrant,9
republican,going,16
republican,moment,18
republican,affect,19
republican,morning,19
republican,behind,35
republican,area,24
republican,ever,94
republican,fly,20
republican,much,92
republican,really,112
republican,needs,10
republican,constituent,23
republican,kiss,10
republican,trust,38
republican,organization,29
republican,energy,11
republican,near,19
republican,tend,6
republican,minute,22
republican,lying,20
republican,flee,14
republican,anti,67
republican,jewish,98
republican,persecution,8
republican,wwii,9
republican,man,78
republican,death,28
republican,almost,29
republican,10,31
republican,million,77
republican,challenge,24
republican,talk,84
republican,either,44
republican,hour,16
republican,require,17
republican,alone,18
republican,point,82
republican,devil,6
republican,lindsey,7
republican,graham,31
republican,donald,89
republican,hell,44
republican,destroy,45
republican,deserve,19
republican,environment,13
republican,list,51
republican,reason,63
republican,yes,81
republican,80,8
republican,trend,7
republican,2014,7
republican,big,90
republican,hit,61
republican,compare,10
republican,faith,8
republican,decision,20
republican,crap,18
republican,suck,19
republican,brand,7
republican,chuck,15
republican,grassley,29
republican,reportedly,15
republican,inclusion,10
republican,afghan,11
republican,ally,29
republican,ashamed,15
republican,sotomayor,7
republican,kagan,7
republican,ridiculous,21
republican,risk,18
republican,disgust,31
republican,ok,31
republican,gov,25
republican,chief,11
republican,human,32
republican,rights,7
republican,texas,40
republican,mexico,14
republican,pos,17
republican,remember,55
republican,secure,19
republican,inflation,28
republican,pork,22
republican,kitchen,13
republican,policy,75
republican,sister,10
republican,registered,9
republican,define,9
republican,pelosi,51
republican,ability,14
republican,trash,9
republican,literally,46
republican,freedom,30
republican,west,25
republican,wait,57
republican,happy,30
republican,guy,88
republican,red,39
republican,many,172
republican,minimum,7
republican,wage,6
republican,abortion,22
republican,charles,7
republican,head,55
republican,confirm,17
republican,well,123
republican,gas,24
republican,ron,30
republican,desantis,63
republican,dade,7
republican,county,62
republican,look,119
republican,everybody,10
republican,thanks,18
republican,effect,24
republican,asshole,14
republican,political,96
republican,discourse,6
republican,clown,20
republican,love,60
republican,newly,30
republican,elect,180
republican,accuse,18
republican,rise,22
republican,everyone,78
republican,sell,42
republican,officer,18
republican,manager,16
republican,ground,19
republican,move,60
republican,situation,15
republican,fish,12
republican,benefit,25
republican,cost,35
republican,congressman,82
republican,lied,17
republican,whole,39
republican,december,10
republican,21,34
republican,11,17
republican,understand,40
republican,men,25
republican,hunter,29
republican,cup,12
republican,1st,16
republican,citizen,44
republican,child,60
republican,goal,18
republican,witch,10
republican,fit,16
republican,reps,26
republican,scalise,30
republican,ready,72
republican,bid,39
republican,wish,36
republican,trick,6
republican,fund,87
republican,useless,17
republican,carry,22
republican,22,26
republican,michigan,8
republican,statewide,9
republican,within,40
republican,flip,8
republican,joe,62
republican,today,106
republican,idiot,26
republican,publication,40
republican,check,55
republican,corruption,33
republican,high,51
republican,track,14
republican,quickly,13
republican,four,29
republican,spend,69
republican,dollar,66
republican,afford,7
republican,response,25
republican,factor,13
republican,glass,13
republican,yet,73
republican,wind,6
republican,betray,28
republican,blunt,21
republican,boozman,17
republican,capito,17
republican,collins,24
republican,cornyn,31
republican,cotton,23
republican,hyde,16
republican,smith,18
republican,moran,16
republican,murkowski,21
republican,portman,15
republican,rounds,14
republican,rubio,22
republican,shelby,15
republican,thune,16
republican,tuberville,15
republican,wicker,13
